id,lat,lng
804,52.4571769,-2.1480333
799,52.4568969,-2.1137907
2981,51.558496,-0.00731877754854944
2980,51.570767,-0.023573
2982,51.5681298,0.0105279382160941
2308,51.5633861,0.0329596
1880,51.5297036,0.0255678729683954
2912,51.49595675,-0.011744392532098
2918,51.5237786,-0.0423787
1881,51.5427135,0.0041324
1873,51.5152034,0.0316598
1872,51.5173651,0.0110880424237609
2986,51.59147255,-0.00438388372451499
2979,51.59583615,-0.0274174957065135
2985,51.5843808,-0.0210472
2911,51.52650865,-0.0537712489280083
2913,51.5327503,-0.0297459
2983,51.6315334,0.0028913
1875,51.5322668,0.0554096077260645
1882,51.5468872,0.0257662
1078,51.5446215,-0.0556752
1077,51.5460502,-0.0739493005222503
1076,51.54605455,-0.072933609247919
1079,51.54891655,-0.041787141205485
468,51.5159379,-0.0927966
465,51.5200124,-0.0942443
469,51.5154661,-0.1064781
1225,51.76045555,-0.011023319192585
924,51.6452209,-0.0476242
915,51.658935,-0.0473007
922,51.6719587,-0.0394305
1075,51.56264365,-0.0598803807418448
1212,51.6998742,-0.0332308
994,51.68643265,9.2125e-05
718,50.6810978,-3.2386717
713,50.7524635,-3.2785093
702,50.7980035,-3.1872838
728,50.9079021,-3.32590445092875
724,50.9016889,-3.4851476
695,50.7913597,-3.6555209
712,50.7399182,-4.0010954
720,50.7161054,-3.5401418
725,50.6858616,-3.4679842
686,51.1093931,-4.1618926
703,51.2094407,-4.1206278
708,51.2289606,-3.8343671
719,51.0178448,-3.8328764
726,50.9507525,-4.1440692
684,51.0167271,-4.2050247
714,50.7388189,-3.47210499925783
700,50.62176615,-3.41082428911052
125,53.8206208,-3.05311355445196
131,53.8088741,-3.0451558
124,53.8485629,-3.0366853
127,53.8270736,-3.0325295
130,53.79517355,-3.04160166921299
1505,53.880942,-3.0395438
123,53.8699562,-3.0324091
1525,53.927568,-2.9855142
1542,53.8463521,-2.9944544
1514,53.9247711,-3.00828931329785
1553,53.7471812,-3.0265736
1035,51.8632433,-2.2446228
1040,51.7258774,-2.5336397
1046,51.93129525,-2.40666760552815
1056,51.9960687,-2.15541650593067
1149,51.3376692,-0.8393299
1161,51.5816165,-0.3317409
1051,51.8263934,-2.2782893
1029,51.88643125,-2.18009865915358
1037,51.8569605,-2.1931051
1057,51.830557,-2.26112
1041,51.84019835,-2.21526907639449
1058,51.880981,-2.1080549
1036,51.9023577,-2.11251839325118
1054,51.7466788,-2.21568701840378
1050,51.91338865,-2.04842196228723
1025,51.8820264,-2.05097
1059,51.9546796,-1.96733644200508
1045,51.6947055,-2.2197373
1034,51.70742135,-1.77876384769028
1095,51.24962165,-0.761610522592908
1217,51.8156594,-0.3555272
2790,51.2459534,-0.7256008
1111,51.28988685,-0.755780316604899
2815,51.2368481,-0.5719161
2799,51.33877735,-0.742436389622576
2793,51.3619432,-0.692300142841992
2844,51.3203334,-0.5591585
1116,51.110378,-0.7467666
3077,50.9851189,-0.608086370230367
3076,50.98416,-0.7396979
1125,51.0783262,-0.8012909
1136,51.0037239,-0.9379267
1097,51.1499019,-0.976313084526209
1102,51.10929505,-0.858821230546403
2797,51.1930647,-0.556645
1112,51.2795036,-0.8452113
2814,51.18773115,-0.609104070532519
2812,51.2132222,-0.8030606
208,51.54955405,-0.29740636049567
1166,51.5763703,-0.370156
1167,51.5625561,-0.3563661
1163,51.5926356,-0.311168
1260,51.5780239,-0.4282539
1254,51.5804275,-0.400463
1162,51.6076091,-0.3633526
1165,51.5914506,-0.380639
1168,51.6184394,-0.3115489
1159,51.5980962,-0.2786938
217,51.5587594,-0.2809354
1293,51.5267341,-0.1042854
1264,51.5722744,-0.411536849999998
1296,51.537135,-0.1189538
1437,53.6314307,-1.7482741
331,53.70397065,-1.78601515076915
341,53.6888968,-1.79497042741123
1461,53.6245029,-1.8778448
1462,53.6245029,-1.8778448
1454,53.6009824,-1.9266637
1452,53.6329862,-1.7095037
1450,53.61075705,-1.70161044136401
1447,53.57002225,-1.78815963294057
1994,54.0047999,-1.5271452
2029,54.00061165,-1.49646048633355
2012,54.008196,-1.467536
292,51.6016687,-0.7112143
302,51.6302888,-0.7113598
305,51.6600723,-0.9001426
296,51.6506018,-0.7137251
300,51.7724296,-0.9938217
280,51.8152031,-0.8123769
1243,51.79361425,-0.663755064425257
303,51.72284935,-0.830738884169863
1207,51.7233524,-0.532137114631122
1203,51.7600244,-0.5654552
290,51.7067944,-0.6134852
279,51.6758669,-0.602561219072727
1371,51.3357131,1.413032
1192,52.2037876,-3.0287181
1196,52.22774445,-2.73952403234783
1194,52.0366479,-2.4235087
1193,52.0366479,-2.4235087
1422,53.74669955,-0.343300934908585
875,53.720974,-0.5022303
880,53.738473,-0.4904536
878,53.76614945,-0.608632448254191
865,53.78151025,-0.415095377859551
1398,51.3973188,0.1726887
861,53.8402517,-0.4296192
871,53.91229875,-0.167457290186923
1429,53.7357035,-0.3637051
1419,53.732875,-0.3874687
1414,53.7423741,-0.4063401
1415,53.75470655,-0.373440336869811
1417,53.7531451,-0.400688515413723
1420,53.7824537,-0.372886550612507
1416,53.7868222,-0.323070995974745
337,53.7146065,-1.881238
344,53.7057223,-1.8633037
336,53.7258619,-1.8108635
333,53.68829615,-1.86646359397301
91,52.5028566,-1.9308008464525
332,53.6840888,-1.8386328
335,53.7412826,-2.0121583
968,51.6489404,0.0592618760890465
944,51.6483561,0.0753817
10,51.5279969,0.1045101
1,51.5363871,0.0799942
2315,51.5580614,0.0753621
2313,51.6079569,0.1042737
938,51.6194665,0.0768330478498383
934,51.6261899,0.0364038
2736,51.9634534,1.350814
2767,52.1520568,1.3645371
2744,52.05872285,1.15682060781321
2762,52.1877002,0.997199812168084
2727,52.0694284,1.1417068
1486,53.75250665,-2.3665863748506
1488,53.7437712,-2.9916112
2724,52.1556271,1.59525443424408
2751,52.2080631,1.57569202216601
2759,52.2165997,1.4928823
1900,52.4029971,1.29651411224196
2731,52.0441643,1.12036
1893,52.37674325,1.11058131630519
1923,52.412718,0.749471686159415
1925,52.57082025,0.820973762350389
2749,52.4149761,0.5203804
2734,52.2349422,0.91360715
2738,52.0341842,1.1826042
2745,52.2973139,0.832356
2758,52.0513252,1.1815102
2747,52.0614933,1.2377186
2730,52.0038199,1.049282
1434,51.3927685,-0.298068500000001
2809,51.3696295,-0.3636137
2840,51.3857993,-0.420647257513653
2817,51.3690637,-0.3954964
1431,51.4093787,-0.3002798
2842,51.3377976,-0.504411
2798,51.3393527,-0.4751558
2339,51.4137871,-0.3132365
2789,51.370925,-0.4908647
2826,51.349103,-0.503586559862954
2802,51.3888023,-0.506199250600126
2836,51.3634817,-0.2477695
2808,51.3342488,-0.266247
2792,51.31402085,-0.303414285948525
2821,51.2933882,-0.3286761
2796,51.2783755,-0.3754287
2819,51.2766296,-0.4351409
1436,51.4263456,-0.2975395
2854,51.3781224,-0.2415006
2805,51.3872513,-0.333758738286713
2825,51.4021382,-0.3629706
1761,53.41429425,-2.9083615
1749,53.3975419,-2.89780861878941
1763,53.3786263,-2.94720303852296
1747,53.38362755,-2.90702169297218
1754,53.3581985,-2.9059354
2441,53.4776019,-3.0224874
2440,53.48700145,-3.03318990024954
1769,53.3736999,-2.8707138
2717,53.0033499,-2.1844287
2719,52.9693021,-2.19500939441676
1964,51.4282287,-2.667079
2624,53.4148916,-2.7646542
2442,53.55402575,-3.06739828569174
1759,53.4098229,-2.9806247
1536,53.5691735,-2.88504502280276
1498,53.6021341,-2.8423772
1756,53.4115823,-2.95336519287698
1765,53.39502995,-2.97152071566918
600,54.3234657,-2.5285689
1526,54.04920415,-2.80157235455625
607,54.19400205,-3.094715
597,54.11151925,-3.20517970568099
555,54.114499,-3.23129136535508
566,54.15755965,-3.18204070957058
588,54.2092328,-3.26945516503242
613,54.3767338,-2.90603758403637
1533,54.07118125,-2.86551051388889
583,54.2023001,-2.5978504
2010,54.152039,-2.4688878
581,54.32919265,-2.7477285331736
1653,52.53952585,-1.37441033916725
1638,52.52717865,-1.34764985
1659,52.7708959,-1.2096475
1652,52.7974278,-1.2559309
1831,51.4090133,-0.227710487074474
1675,52.7290062,-1.1103573
1631,52.7536391,-1.1476317
1674,52.7721845,-1.2911194
1627,52.639379,-1.1200862
2387,52.6693913,-0.725849150837177
1662,52.4786114,-0.9204753
1622,52.6329868,-1.1323653
1680,52.5863689,-1.10341542728873
1620,52.63282615,-1.11448337895116
1621,52.6164623,-1.118513
1669,52.5982047,-1.08320276544539
1611,52.6109415,-1.1352035
1568,53.8104817,-1.6301357
1628,52.6296451,-1.1481103933894
1475,51.4609462,-0.1148481
1636,52.61342095,-1.18112607300384
1658,52.6218697,-1.2179971
1613,52.6505095,-1.1203498
1625,52.66288415,-1.10393015385861
1619,52.6525609,-1.06752806327908
1626,52.6405259,-1.0978923
1615,52.6211636,-1.0778169
1651,52.6628216,-1.22442038069832
1671,52.64878665,-1.24472435782413
1663,52.6838459,-1.2774825
1647,52.5341679,-1.044254
1650,52.57400205,-1.03273811039062
1641,52.5521509,-1.1942701
1677,52.5486572,-1.27850666158537
1644,52.5754095,-1.3166588
1668,52.6298991,-1.3379565
1745,53.15207845,-0.216312407150547
1720,53.3678764,-0.00303221903085285
1718,53.22951135,-0.537138392614185
1705,53.2414859,-0.4546478
1696,53.2162602,-0.6048573
1698,53.21129505,-0.561164949999996
1704,53.4960832,-0.3164586
1714,53.20808965,-0.115520219108279
1566,53.7566519,-1.5273887
1594,53.747646,-1.5321779
1576,53.7792985,-1.5452189
1565,53.7724674,-1.5665636
1563,53.7959887,-1.6162094
1591,53.8001556,-1.5486908
1609,53.8371803,-1.455162783829
1604,53.82086545,-1.46157900371419
1603,53.8252234,-1.42947420936188
1582,53.796641,-1.4687435
1575,53.80755,-1.45320650865651
1595,53.8456547,-1.5497433
1586,53.83999485,-1.6379262717923
1610,53.86599365,-1.68426389007234
1581,53.8730967,-1.7103029
2031,53.88506015,-1.26669443952457
2027,53.7982081,-1.2512997
1589,53.7674311,-1.3710618
1580,53.7581151,-1.6285906
1596,53.7466488,-1.6011715
1578,53.8101709,-1.6733137736512
1571,53.82921505,-1.68692346846754
1600,53.79561505,-1.66396560741163
194,53.8895471,-1.73948248898792
175,53.91257795,-1.74996327397894
188,53.9241111,-1.8207428
1570,53.80784325,-1.57511362444422
1583,53.8209974,-1.5783728
1597,53.8271829,-1.5038246
1778,51.9009963,-0.3984892
412,51.888181,-0.5214307
414,51.90565065,-0.519927547445782
415,51.9159081,-0.659267942449141
1877,51.5507386,0.047111
1878,51.5529983,0.0537466
1874,51.5322668,0.0554096077260645
1789,53.48459685,-2.18243662810067
1802,53.4575021,-2.24157709875638
1797,53.4668382,-2.2510798
1782,53.4461616,-2.1916116
1808,53.43568625,-2.22676726000009
1788,53.4446373,-2.27892659259694
1793,53.37960525,-2.26448694989403
1800,53.4781021,-2.24470363634005
320,53.5582113,-2.3229625
315,53.56750905,-2.34618664977258
2405,53.512359,-2.33922933080268
2404,53.512359,-2.33922933080268
2390,53.5030307,-2.41720462916118
3120,53.514452,-2.4679346
2407,53.48960975,-2.36862152866486
2923,53.458243,-2.2929026
2929,53.4460969,-2.312519375
2925,53.4548446,-2.330463
2921,53.4142974,-2.35098
2928,53.4254218,-2.31981595786235
2932,53.4495459,-2.353521
2922,53.4567893,-2.3584267
2393,53.4281453,-2.4362863
3106,53.5259356,-2.4874575
1961,51.436178,-2.85520352422226
2396,53.4995993,-2.3087684
2397,53.4889565,-2.32075574765336
1781,53.5115188,-2.2363921
1805,53.5140426,-2.2128496
1380,51.4402836,0.7606354
1379,51.4402836,0.7606354
1362,51.4199701,0.804841
1821,51.3646635,0.50290215
1334,51.3145015,0.8928938
1318,51.2979905,0.9499972
1349,51.28025495,0.517952196613483
2004,53.98447,-2.1054005
1967,51.48588145,-2.76698062413519
1972,51.36090545,-2.92660658134345
1308,51.2869105,0.4969935
1352,51.2372792,0.718782
1407,51.29529455,0.408882740864608
1351,51.2997787,0.439436850000001
1810,51.3740475,0.4531378
1819,51.39781225,0.491024662111406
1812,51.455676,0.7134751
1344,51.4153261,0.459259250996484
1814,51.4181597,0.5637198
1823,51.350945,0.522981
1816,51.3690543,0.5480503
1815,51.3340717,0.5430368
1824,51.33949105,0.525563401624466
2028,53.9623422,-2.0167152
2017,54.3364138,-1.43243906113921
2007,53.9910661,-1.5386407085082
1825,51.3455976,0.5861015
1817,51.3654202,0.602489
1852,52.0630715,-0.807979646702007
1847,52.0862136,-0.7207497
1851,52.0118264,-0.647525235663485
285,52.0002083,-0.9861091
310,51.9463713,-0.884381997670531
2043,52.0520096,-0.8922545
1844,51.99365935,-0.727817102428659
59,52.1364389,-0.468046469091214
62,52.15443785,-0.44138353207196
61,52.1206208,-0.4922623
60,52.1501772,-0.5340348
63,52.098724,-0.5290583
2075,55.4114963,-1.70604445252064
2063,52.28905065,-0.596380340327326
413,52.0024561,-0.4969111
408,52.0259875,-0.4954485
1848,52.1571322,-0.702581179600287
27,51.6298667,-0.149272656633083
20,51.6135117,-0.1534282
1301,51.5407474,-0.1162273
1300,51.53904835,-0.0987576493421053
923,51.61556745,-0.11061590410476
921,51.6488981,-0.129147
1297,51.5476252,-0.0843934536722432
1081,51.5700122,-0.0727802
1080,51.5301768,-0.0800914
1151,51.603556,-0.0683106
918,51.6122387,-0.0651753
398,51.563736,-0.144099417932383
2079,55.1394742,-1.5690266
2078,55.1323116,-1.59863704205689
2082,55.127117,-1.5069252
1292,51.56569525,-0.135577699028267
403,51.5338565,-0.1266572
925,51.6361554,-0.08191
927,51.62846485,-0.09830535
1150,51.5988013,-0.1368909
18,51.59391285,-0.167565318374623
16,51.5997693,-0.1971956
1298,51.56353805,-0.103518048797989
1157,51.5775555,-0.106498100000003
1294,51.5491223,-0.107163107281193
1299,51.56042135,-0.121667494006483
1153,51.5781824,-0.1218469
914,51.6238918,-0.0580322
1008,54.9506996,-1.5712058
2137,53.4169387,-1.05942156561979
1978,55.02254165,-1.56580479670261
1990,55.046037,-1.62944218824178
1857,55.0529861,-1.67491704489004
1856,54.9831158,-1.6872195
1005,54.9184705,-1.8171989
1854,54.9749337,-1.6104216
1004,54.9645151,-1.7105358
1863,54.9932741,-1.60642822972259
2085,55.08526715,-1.59269582429099
2103,55.0823844,-1.47176495169139
1987,54.99243965,-1.52894045
1979,54.9967601,-1.50300768083229
696,50.8549433,-3.3932355
2176,52.89147935,-1.15077931673027
2575,54.98097045,-1.4864584
2570,54.9691969,-1.4387476
2573,54.9464583,-1.4399137
1015,54.9724352,-1.7627516
1006,54.9675815,-1.78598771761474
2108,54.9768572,-1.8180135
2094,55.2318658,-2.5796013
2089,54.969975,-2.46156890526419
1303,51.4874593,-0.1680807
808,54.543579,-1.9226754
2206,51.6205886,-1.1103702
1860,54.9842116,-1.6608077
1868,54.9928453,-1.69980068014189
2096,55.1695995,-1.6907925
1858,54.97668485,-1.57835230167009
1869,54.968813,-1.5563268
2097,55.18216635,-1.51705830807721
2076,55.332577,-1.5835603
2101,55.5788315,-1.66109900207539
1862,54.9956875,-1.58579319555554
1009,54.9513419,-1.6014291
659,52.8956986,-1.27293789764826
2282,50.70525085,-1.91598683424286
2280,50.7285765,-1.9318497
2281,50.7603013,-1.9935227
2247,51.8479563,-1.35188735
2245,51.7865395,-1.4873667
667,52.92523075,-1.29071719089319
2155,52.8699569,-1.2050816
2115,52.9027425,-1.1771013173263
2172,52.94758875,-1.03743608006444
2146,52.9104324,-1.03691088909775
2160,52.8736827,-1.08480990712937
2136,52.9522697,-0.9540947
2139,52.9881573,-1.0347697374008
2165,53.0134018,-1.0051381
2150,53.0259813,-1.2311015
2156,53.0386444,-1.2055228577738
2161,52.9972911,-1.25561068596792
2149,53.0174188,-1.30157901329176
2177,53.0724502,-1.3072714
2119,52.95362925,-1.1533155484375
2178,53.1429526,-1.27161784515434
668,53.2035407,-1.214711
2151,53.19416395,-1.0644596537002
2171,53.2036628,-1.01022161704884
2147,53.208839,-1.0013235
2118,52.94053705,-1.14544887640542
2170,53.0741066,-0.807418853105049
2122,52.9505243,-1.1261404
2187,52.93341365,-1.12779117362064
2125,52.96257,-1.1360476
2168,52.9854947,-1.119176802043
2110,52.9603734,-1.11408749298226
2142,52.96567505,-1.11057250673719
2141,52.96723185,-1.08117674880493
2154,52.9812878,-1.09259943346341
2319,51.5758096,0.0252946
2320,51.60765315,0.0323664268311214
