id,lat,lng
15,51.6561286,-0.204738388650163
87,52.5257982,-1.83655554006011
107,52.4709562,-1.8159435
105,52.46200845,-1.78235912296596
115,52.43833625,-1.96876526304081
110,52.42897235,-1.92332823393791
95,52.4093586,-1.9279175
101,52.46018815,-1.98566918708377
89,52.48910075,-1.79409460445783
81,52.4797164,-1.90844616646468
2509,52.479419,-1.74052999884242
2514,52.4936809,-1.7502889
112,52.53424515,-1.9197314167084
2419,52.54664755,-1.93316319999999
2969,52.5567738,-1.90484495763773
58,51.396031,-2.3902498
47,51.3834638,-2.3592254
40,53.52341895,-1.63034458220068
100,52.5355806,-1.87605209476636
96,52.5517139,-1.8853427
3229,52.3358746,-2.0577964
3230,52.3358746,-2.0577964
798,52.46705885,-2.03064414074789
792,52.4617519,-2.08592218399054
796,52.4486477,-2.0519556
2416,52.4749083,-2.0759722
80,52.509003,-1.9020417
77,52.50462985,-1.89132925475365
2431,52.48159785,-1.97647038275524
2413,52.4684621,-2.0057773
106,52.4707774,-1.85795493572913
2422,52.53975205,-2.01195175
111,52.5623257,-1.82331344589747
83,52.5469166,-1.84055754166667
2973,52.579287,-1.89087343595191
98,52.58640335,-1.82743539907099
113,52.54067555,-1.80111937782972
2666,52.63475015,-1.6950412063212
114,52.4949283,-1.83583907100831
2510,52.38577625,-1.83737241731104
3153,51.2614405,-2.1834938945984
3150,51.31644095,-2.20997732030479
3149,51.31644095,-2.20997732030479
150,50.7267465,-1.8366178
55,51.2911934,-2.4475307978081
2552,51.2088326,-2.64792753387508
118,53.74938065,-2.48528414180651
1544,53.7007192,-2.28850635207775
187,53.8346162,-1.7293343
1503,53.7751464,-2.3840386
1506,53.8730672,-2.3905358
1500,53.8934689,-2.3520069
1558,53.8224899,-2.4097017
1508,53.8575887,-2.16588827821609
1534,53.8374725,-2.2164133
1577,53.75279245,-1.66316666634174
179,53.8016774,-1.8949966
178,53.7832959,-1.8199181868612
173,53.8473618,-1.8359205
204,53.8289649,-1.7567508
197,53.8326785,-1.7784235
1442,53.7259363,-1.7219862
198,53.9139577,-1.93795902914634
189,53.86824225,-1.90996653147636
180,53.8171025,-1.7308614
185,53.8168098,-1.78500933266667
184,53.8151903,-1.80839355
2289,50.742172,-1.93429799999999
2287,50.7228339,-1.9538536
2288,50.71855665,-1.97955405516341
2286,50.7331461,-1.97755230020592
2285,50.7146803,-2.0042919
773,50.75827825,-2.07848944541808
2283,50.7413242,-1.96478391352578
256,51.5029694,-2.60381898256811
764,50.7737728,-2.01709809839286
761,50.7344842,-1.777529
770,50.7426623,-1.69669502840434
1138,50.8444574,-1.78959210000001
1132,50.75221355,-1.65914812589894
151,50.7205117,-1.88413854420008
783,50.8809908,-1.8791583
160,50.72176015,-1.90215736130763
156,50.72858035,-1.82051713055445
158,50.7277543,-1.7867122
157,50.73181075,-1.8530054835995
153,50.7454225,-1.86113969716159
152,50.7513783,-1.84313104670093
161,50.74667285,-1.87830194601182
140,53.6047569,-2.3966034
311,53.5878497,-2.3582356
276,51.3899068,0.0434611
149,53.5489375,-2.5203868
223,50.8251391,-0.138245299999999
3068,50.8127576,-0.4236016
3066,50.8142788,-0.4477722
3065,50.8112473,-0.4823959
3079,50.8094475,-0.5083214
3075,50.8081224,-0.537510755236836
3055,50.8530474,-0.5597813
226,50.8630944,-0.1439296
886,50.7686452,0.2793776
225,50.8469961,-0.115876874681247
903,50.8244651,0.2449248
888,50.8625443,0.2553991
228,50.8058735,-0.0574324
229,50.8017273,-0.0417862
222,50.8283487,-0.177205504998792
220,50.8454193,-0.1957354
227,50.8382369,-0.2115468
3084,50.8351411,-0.234946299089069
3085,50.88956325,-0.32610054825665
3073,50.93460105,-0.17729564330656
895,50.8728385,0.0135176282884359
898,50.794097,0.0484879
267,51.4036103,0.0146503
268,51.4198648,0.0196736
265,51.4084854,-0.0369873
277,51.4045695,0.1032603
272,51.37617055,0.101144320409304
233,51.5001149,-2.69833740987734
255,51.4868416,-2.6756778
262,51.4140136,-2.57184833947196
2563,51.4479546,-2.51387517905406
2564,51.4618658,-2.49906800072197
242,51.4775589,-2.53310097415966
2566,51.48118185,-2.50400864574426
2560,51.4883057,-2.49922054431035
2561,51.49229425,-2.47536236490384
260,51.45879145,-2.57634452988706
2529,51.2756481,-2.775932
2557,51.5358046,-2.5453377
2562,51.50898145,-2.57415869194654
234,51.44430075,-2.5936499113127
2567,51.60733315,-2.52470530062238
252,51.4337595,-2.6023188199194
2568,51.5224178,-2.5046199
2569,51.5401642,-2.41500245372698
2559,51.53780745,-2.39448074658311
249,51.4345018,-2.5670596
263,51.4393614,-2.5517151
1973,51.3864045,-2.8180472
238,51.46786705,-2.5920816656169
247,51.4947274,-2.57403
253,51.4652986,-2.61077129304937
239,51.45459725,-2.61966355741398
254,51.49139175,-2.64921172629292
261,51.4926923,-2.62229490453556
245,51.4807492,-2.61178313352763
595,54.6644934,-2.751455
582,54.6015199,-3.14019226069474
587,54.7134531,-3.49425268254717
550,54.5779048,-2.4922889
598,54.39673995,-3.47998465473428
432,53.1917376,-2.44426629130988
580,54.53513545,-3.59641815043176
561,54.8954816,-2.934368
979,52.02373525,0.240795694953414
380,52.18632435,0.14230545
361,52.1869356,0.1738612
371,52.0980726,0.286602
367,52.1466217,0.1359052
377,52.2513237,-0.1190485
357,52.21874465,-0.0661697810883013
362,52.1849912,0.0113092
358,52.2046522,0.1205195
392,52.3143251,0.0642801
363,52.28941675,0.126908000000004
369,52.25301285,0.105115054157111
356,52.2792462,0.326513140601997
376,52.2181502,0.128984650000004
373,52.4567053,0.3076252
364,52.3996693,0.2665809
2756,52.2448452,0.4054278
2743,52.0831636,0.436695043961847
459,53.2132189,-2.8845595
521,52.43669175,-1.4731547
523,52.3947631,-1.55872840953141
525,52.4186228,-1.52481092554946
492,50.351923,-4.6992941
3194,53.4220869,-3.0626566
3183,53.4157906,-3.0933047
3184,53.40256585,-3.11173652214025
3181,53.3950142,-3.17468582911392
564,54.6636383,-3.3670146
568,54.8870467,-2.9416266
3178,53.3776255,-3.1214418
3179,53.3271743,-3.09727301477978
3182,53.352101,-3.1196304
3186,53.3445373,-3.0945661
3176,53.3304664,-2.9784336
3177,53.312151,-2.9652024
3180,53.3541497,-3.0230052
452,53.28998705,-3.06715102724909
985,51.66539405,0.83054943384834
929,51.62286235,0.415640176247792
931,51.6189904,0.303137899451555
972,51.7546542,0.4455917
980,51.62986715,0.327390484293237
947,51.6991116,0.109814244972564
973,51.71769035,0.170257462551152
986,51.75123275,0.497932996981101
231,50.8260486,-0.1072871
601,54.52869785,-2.676773
974,51.7834075,0.1337873
933,51.76316305,0.473483400769039
992,51.7584487,0.1132674
952,51.7530549,0.0931620824349412
958,51.7688377,0.0948245524148971
971,51.7749186,0.1149365
1204,51.87089705,0.161169228583781
987,51.9036688,0.1939559
951,51.71704555,0.500335231599893
950,51.70065335,0.470940257245655
960,51.7753644,0.593146145306737
943,51.7172282,0.579124
984,51.64544,0.6190791
989,51.6640352,0.4425802
964,51.6690485,0.382429198491954
939,51.70566605,0.245740989588887
990,51.9546466,0.3420255
930,51.87776815,0.553710229671458
1000,51.801198,0.641337419352976
999,51.77623455,0.672920175000005
982,51.84643635,0.622624035503423
969,51.73077375,0.677871330740688
2764,52.0380472,0.7301023
970,51.945274,1.06315357840114
942,51.88844955,0.899556916848504
959,51.9365875,1.28156290852357
948,51.8318283,1.24345736952584
995,51.8490953,1.27198291111436
940,51.79222835,1.1543778378198
965,51.7801715,1.1207275
962,51.80591855,1.18954341005947
996,51.7929274,1.1201803
988,51.8864548,0.837498443115393
976,51.88001695,0.865353349999998
955,51.8916492,0.9365512
991,51.81204465,0.748769399999996
997,51.7762174,0.91099235
966,51.8322102,0.6977401
941,51.8724505,0.6851704
946,51.9277833,0.6994244
932,51.8104195,1.02559416687201
1001,51.8577443,0.960100699583607
957,51.9435876,0.634110300000001
981,51.98018935,0.590654650000003
540,51.3409675,-0.0162414
537,51.3853522,-0.117113278594039
543,51.3408232,-0.085517569088154
544,51.3425402,-0.0625651
2800,51.28757765,-0.091700499999999
1830,51.4001033,-0.13188465898699
1828,51.4086315,-0.1626937
536,51.307569,-0.1239306
538,51.31992815,-0.138692070792065
2841,51.31011435,-0.0571338825859786
547,51.3968021,-0.1055272
539,51.37181795,-0.0995212467423851
677,53.0826462,-1.57318080396824
1330,51.12478705,1.3124469044979
1355,51.1273738,1.092293
1322,51.0882822,1.1424435
1411,51.0932216,1.1828853
1336,51.0817026,1.180888
1392,51.2998116,1.1221254
1347,51.0694107,1.0828248
1395,51.3610869,1.0657122
1343,51.3711836,1.1275219
1315,51.3771556,1.30381945161419
1409,51.379309,1.3388691
532,52.40963775,-1.48736363100051
732,53.4323071,-1.0216212
534,52.3884523,-1.4642663
528,52.37384275,-1.51694502570384
533,52.40665915,-1.58030962229729
527,52.40018675,-1.5302456896014
529,52.4268972,-1.4963269
2507,52.39246365,-1.65028449350655
436,53.1453877,-2.3609011
424,53.1637266,-2.21151835921131
428,53.2005265,-2.3563935
433,53.0688494,-2.51958635513686
456,53.1528821,-2.665197
463,53.19253585,-2.52867670602289
461,53.195775,-2.50377378730964
453,53.26240445,-2.51001835711228
1337,51.4419507,0.3696176
1373,51.4185976,0.3935137
1350,51.4265443,0.3763299
1360,51.4125869,0.3842713
1361,51.3674545,0.3578631
71,51.4258687,0.1050262
1399,51.4505378,0.227243809703134
1353,51.3989746,0.3005332
809,54.7859273,-1.5257039
1364,51.36692925,0.305239788157725
1394,51.4110774,0.23593
64,51.4427814,0.15080267042892
1393,51.42624765,0.1667286
67,51.45584,0.1436681
672,52.77435085,-1.5581559
623,52.922639,-1.4797785
625,52.9239745,-1.4747889
621,52.92716515,-1.43279121388258
632,52.92017715,-1.4048348497005
627,52.9284457,-1.5174743
620,52.88850275,-1.49985066616309
631,52.87767365,-1.49378130800842
619,52.8971678,-1.4299661
820,54.778021,-1.5753439775013
829,54.798994,-1.5775334
840,54.7494192,-1.43658413529596
666,53.0505389,-1.40541173014847
637,53.0261305,-1.4856609
648,52.98528925,-1.48924041825279
635,53.0159783,-1.7318684
639,52.90800215,-1.38107525768582
1639,52.8401478,-1.33985109663629
655,53.01122265,-1.35159205615823
657,52.97014295,-1.30896302614863
814,54.8551861,-1.5738765
2772,54.808207,-1.43670534508885
2777,54.8216585,-1.4553182
812,54.7345744,-1.5253115
813,54.7516632,-1.62962
826,54.7983944,-1.6707776
844,54.7301223,-1.8833684
838,54.7003046,-1.5991636
615,54.5333286,-1.5780419
1992,54.2903543,-1.5942542
739,53.5205544,-1.13206861565299
897,50.794097,0.0484879
872,53.7454418,-0.866003
1953,53.5922974,-0.6436078
1952,53.529767,-0.6534605
1933,53.5653968,-0.0835501633186018
1931,53.5590501,-0.0275151509476527
1941,53.5685439,-0.1251861
1935,53.6154801,-0.2124876
935,51.6285901,0.814058291216637
1936,53.6154801,-0.2124876
750,53.6141098,-0.9657081
745,53.6281367,-0.9512409
766,50.7124375,-2.4360087
771,50.648756,-2.45528
786,50.6109534,-2.4552485
757,50.73175705,-2.75775936119032
758,50.7035304,-2.7259717
772,50.72537065,-2.93780370308496
778,50.94877,-2.5134357
2538,50.966399,-2.4607937
3235,52.3860739,-2.2490502287681
803,52.5393473,-2.1224544
2418,52.5408035,-2.05752899603739
381,52.1259358,0.1632657
1002,51.7304399,0.42628675
797,52.4956624,-2.16721411751054
