id,name,address,postcode,bbox
1575,Crossgates library,"Farm Road, Crossgates",LS15 7LB,"POLYGON((-1.47808710624845 53.7926668790232,-1.47808710624845 53.8215803898171,-1.42923789325059 53.8215803898171,-1.42923789325059 53.7926668790232,-1.47808710624845 53.7926668790232))"
1588,Ireland Wood,19 Iveson Approach,LS16 6LJ,"POLYGON((-1.62988734685265 53.8315407458538,-1.62988734685265 53.8604560358965,-1.58098956206193 53.8604560358965,-1.58098956206193 53.8315407458538,-1.62988734685265 53.8315407458538))"
1585,Holt Park library,"Ralph Thoresby High School, Holtdale Approach",LS16 7RX,"POLYGON((-1.63217311685582 53.8412821638232,-1.63217311685582 53.8701974346502,-1.58326392972229 53.8701974346502,-1.58326392972229 53.8412821638232,-1.63217311685582 53.8412821638232))"
1595,Moor Allerton library,"Moor Allerton Centre, Moor Allerton",LS17 5NY,"POLYGON((-1.57482825166193 53.8307093964591,-1.57482825166193 53.8596240001851,-1.52593260341862 53.8596240001851,-1.52593260341862 53.8307093964591,-1.57482825166193 53.8307093964591))"
1586,Horsforth library,"Town Street, Horsforth",LS18 5BL,"POLYGON((-1.66134805516729 53.8261391824478,-1.66134805516729 53.8550548811892,-1.61245591675498 53.8550548811892,-1.61245591675498 53.8261391824478,-1.66134805516729 53.8261391824478))"
1610,Yeadon library,"Town Hall Square, Yeadon",LS19 7PP,"POLYGON((-1.7084960928081 53.8516001702619,-1.7084960928081 53.8805163022351,-1.65957332919534 53.8805163022351,-1.65957332919534 53.8516001702619,-1.7084960928081 53.8516001702619))"
1581,Guiseley library,Otley Road Guiseley,LS20 8AH,"POLYGON((-1.73571512026565 53.8589756764311,-1.73571512026565 53.8878920851554,-1.68678322038467 53.8878920851554,-1.68678322038467 53.8589756764311,-1.73571512026565 53.8589756764311))"
1599,Otley library and tourist information,"Nelson Street, Otley",LS21 1EZ,"POLYGON((-1.71588167413088 53.8904918682933,-1.71588167413088 53.9194078969669,-1.66691333589948 53.9194078969669,-1.66691333589948 53.8904918682933,-1.71588167413088 53.8904918682933))"
1608,Wetherby library and tourist information,"17 Westgate, Wetherby",LS22 6LL,"POLYGON((-1.41213421602898 53.9143610464073,-1.41213421602898 53.9432730480404,-1.36314457238737 53.9432730480404,-1.36314457238737 53.9143610464073,-1.41213421602898 53.9143610464073))"
1567,Boston Spa library,"High Street, Boston Spa",LS23 6BH,"POLYGON((-1.37554591545557 53.8923465467517,-1.37554591545557 53.9212581291917,-1.326582925321 53.9212581291917,-1.326582925321 53.8923465467517,-1.37554591545557 53.8923465467517))"
2031,Tadcaster library,"Station Road, Tascaster, North Yorkshire",LS24 9JG,"POLYGON((-1.29256802455778 53.870065297464,-1.29256802455778 53.8989757513951,-1.24363316739669 53.8989757513951,-1.24363316739669 53.870065297464,-1.29256802455778 53.870065297464))"
1579,Garforth library and one stop centre,Lidgett Lane Garforth,LS25 1EH,"POLYGON((-1.41269060556702 53.7769192001796,-1.41269060556702 53.8058318770369,-1.36386122802939 53.8058318770369,-1.36386122802939 53.7769192001796,-1.41269060556702 53.7769192001796))"
2027,Sherburn-in-Elmet library,"Finkle Hill, Sherburn-in-Elmet, Leeds",LS25 6EA,"POLYGON((-1.27653316378647 53.7844986844616,-1.27653316378647 53.8134093079735,-1.22769838946866 53.8134093079735,-1.22769838946866 53.7844986844616,-1.27653316378647 53.7844986844616))"
1589,Kippax library,"Westfield Lane, Kippax",LS25 7LY,"POLYGON((-1.39770519976134 53.7537963756697,-1.39770519976134 53.7827089509599,-1.34890301756039 53.7827089509599,-1.34890301756039 53.7537963756697,-1.39770519976134 53.7537963756697))"
1602,Rothwell library,"Marsh Street, Rothwell",LS26 0AE,"POLYGON((-1.50333393985466 53.732783444403,-1.50333393985466 53.7616975876031,-1.45455363679739 53.7616975876031,-1.45455363679739 53.732783444403,-1.50333393985466 53.732783444403))"
1606,Swillington,"Wakefield Road, Swillington",LS26 8DT,"POLYGON((-1.4455516501627 53.7518254058148,-1.4455516501627 53.780738666818,-1.39675061192442 53.780738666818,-1.39675061192442 53.7518254058148,-1.4455516501627 53.7518254058148))"
1593,Methley library,"Saville Road, Methley",LS26 9HS,"POLYGON((-1.42218494120935 53.7244583992443,-1.42218494120935 53.753371465597,-1.37341616364881 53.753371465597,-1.37341616364881 53.7244583992443,-1.42218494120935 53.7244583992443))"
1580,Gildersome library,Meeting Hall Town Street Gildersome,LS27 7AB,"POLYGON((-1.6540921952696 53.7438677406046,-1.6540921952696 53.7727837515898,-1.60529580533473 53.7727837515898,-1.60529580533473 53.7438677406046,-1.6540921952696 53.7438677406046))"
1596,Morley library,"Commercial Street, Morley",LS27 8HZ,"POLYGON((-1.62569602213228 53.7321642819356,-1.62569602213228 53.7610800031651,-1.57691377816662 53.7610800031651,-1.57691377816662 53.7321642819356,-1.62569602213228 53.7321642819356))"
1578,Farsley library,"Old Road, Farsley",LS28 5DH,"POLYGON((-1.69670059667838 53.7962028858453,-1.69670059667838 53.8251191493467,-1.64784259105547 53.8251191493467,-1.64784259105547 53.7962028858453,-1.69670059667838 53.7962028858453))"
1571,Calverley library,Thornhill Street,LS28 5PD,"POLYGON((-1.71188361496518 53.8144529145412,-1.71188361496518 53.8433692661319,-1.6630040772523 53.8433692661319,-1.6630040772523 53.8144529145412,-1.71188361496518 53.8144529145412))"
1569,Broad Lane,540 Broad Lane,LS28 6PA,"POLYGON((-1.67369433196283 53.796021164621,-1.67369433196283 53.8249371573448,-1.62483699681217 53.8249371573448,-1.62483699681217 53.796021164621,-1.67369433196283 53.796021164621))"
1600,Pudsey library,"Church Lane, Pudsey",LS28 7TY,"POLYGON((-1.68832157910327 53.781322602289,-1.68832157910327 53.8102388396755,-1.63948103505883 53.8102388396755,-1.63948103505883 53.781322602289,-1.68832157910327 53.781322602289))"
171,Addingham,"Main Street , Addingham, Ilkley",LS29 0NS,"POLYGON((-1.90917460945224 53.9302789938804,-1.90917460945224 53.9591968950579,-1.86015618177618 53.9591968950579,-1.86015618177618 53.9302789938804,-1.90917460945224 53.9302789938804))"
194,Menston,"Main Street, Menston, Ilkley",LS29 6LG,"POLYGON((-1.76370085070122 53.8750648842542,-1.76370085070122 53.9039815294385,-1.71474962854589 53.9039815294385,-1.71474962854589 53.8750648842542,-1.76370085070122 53.8750648842542))"
175,Burley,"Grange Road, Burley-in-Wharfedale, Ilkley",LS29 7HD,"POLYGON((-1.77224767555177 53.8982267579872,-1.77224767555177 53.9271433854693,-1.72326921110253 53.9271433854693,-1.72326921110253 53.8982267579872,-1.77224767555177 53.8982267579872))"
188,Ilkley,"Station Road, Ilkley",LS29 8HA,"POLYGON((-1.84643487294725 53.9098724815986,-1.84643487294725 53.938789847424,-1.79744143025644 53.938789847424,-1.79744143025644 53.9098724815986,-1.84643487294725 53.9098724815986))"
1590,Kirkstall,26 Kirkstall Lane,LS5 3BH,"POLYGON((-1.62517136526864 53.8013525516765,-1.62517136526864 53.8302679302417,-1.57630882421143 53.8302679302417,-1.57630882421143 53.8013525516765,-1.62517136526864 53.8013525516765))"
1570,Burley library,Cardigan Road,LS6 1QL,"POLYGON((-1.59947783124474 53.7928157676731,-1.59947783124474 53.8217308678089,-1.55062575782424 53.8217308678089,-1.55062575782424 53.7928157676731,-1.59947783124474 53.7928157676731))"
1583,Headingley library,"North Lane, Leeds",LS6 3HG,"POLYGON((-1.60314485626364 53.8065174074876,-1.60314485626364 53.8354324870814,-1.55427676981276 53.8354324870814,-1.55427676981276 53.8065174074876,-1.60314485626364 53.8065174074876))"
1573,Chapeltown library,"The Reginald Centre, 263 Chapeltown Road",LS7 3EX,"POLYGON((-1.55613511326146 53.8032156815671,-1.55613511326146 53.8321301783591,-1.50727188032986 53.8321301783591,-1.50727188032986 53.8032156815671,-1.55613511326146 53.8032156815671))"
1572,Chapel Allerton library,106 Harrogate Road,LS7 4LZ,"POLYGON((-1.56172023484869 53.8138431551026,-1.56172023484869 53.8427576724434,-1.51284451356135 53.8427576724434,-1.51284451356135 53.8138431551026,-1.56172023484869 53.8138431551026))"
1597,Oakwood library,"1 Oakwood Lane, Oakwood",LS8 2PZ,"POLYGON((-1.52711238752757 53.8123208347952,-1.52711238752757 53.8412349079277,-1.47823920173592 53.8412349079277,-1.47823920173592 53.8123208347952,-1.52711238752757 53.8123208347952))"
1598,Osmondthorpe,"81a, Wykebeck Mount",LS9 0JE,"POLYGON((-1.51539291450941 53.781227088375,-1.51539291450941 53.8101411572303,-1.46655614619756 53.8101411572303,-1.46655614619756 53.781227088375,-1.51539291450941 53.781227088375))"
1574,Compton Road library,"The Compton Centre, Harehills Lane",LS9 7BG,"POLYGON((-1.53442965129955 53.7949950051713,-1.53442965129955 53.8239092588246,-1.48557645708229 53.8239092588246,-1.48557645708229 53.7949950051713,-1.53442965129955 53.7949950051713))"
1601,Richmond Hill,Pontefract Lane,LS9 8QE,"POLYGON((-1.54167131237294 53.7784773112881,-1.54167131237294 53.807391740091,-1.49283715258245 53.807391740091,-1.49283715258245 53.7784773112881,-1.54167131237294 53.7784773112881))"
1770,Bury Park library,161 Dunstable Road,LU1 1BW,"POLYGON((-0.450642844837629 51.8695753996384,-0.450642844837629 51.8984796858187,-0.403935657847013 51.8984796858187,-0.403935657847013 51.8695753996384,-0.450642844837629 51.8695753996384))"
1776,Luton central library,St. George's Square,LU1 2NG,"POLYGON((-0.44036830864594 51.866686303222,-0.44036830864594 51.8955903701189,-0.393664493158057 51.8955903701189,-0.393664493158057 51.866686303222,-0.44036830864594 51.866686303222))"
1778,Stopsley library,Hitchin Road,LU2 7UG,"POLYGON((-0.420359891576235 51.8874561320397,-0.420359891576235 51.9163596385894,-0.373635281317807 51.9163596385894,-0.373635281317807 51.8874561320397,-0.420359891576235 51.8874561320397))"
1774,Leagrave library,Marsh Road,LU3 2NL,"POLYGON((-0.473961027282873 51.8881014530941,-0.473961027282873 51.9170061742504,-0.427233778206502 51.9170061742504,-0.427233778206502 51.8881014530941,-0.473961027282873 51.8881014530941))"
1779,Sundon Park,,LU3 3EE,"POLYGON((-0.489505377636771 51.9018102138819,-0.489505377636771 51.9307152156223,-0.442763336169539 51.9307152156223,-0.442763336169539 51.9018102138819,-0.489505377636771 51.9018102138819))"
1777,Marsh Farm library,"Lea Manor High School, Northwell Drive",LU3 3TL,"POLYGON((-0.475645896772495 51.9053154883423,-0.475645896772495 51.93422016218,-0.428900717597576 51.93422016218,-0.428900717597576 51.9053154883423,-0.475645896772495 51.9053154883423))"
1775,Lewsey library,Landrace Road,LU4 0SW,"POLYGON((-0.520889025676777 51.8874865145923,-0.520889025676777 51.9163922841928,-0.474160724086005 51.9163922841928,-0.474160724086005 51.8874865145923,-0.520889025676777 51.8874865145923))"
1771,Chaul End Community Centre,515 Dunstable Road,LU4 8QN,"POLYGON((-0.481495968206588 51.8771676466796,-0.481495968206588 51.9060725911126,-0.434779786054529 51.9060725911126,-0.434779786054529 51.8771676466796,-0.481495968206588 51.8771676466796))"
1773,Hockwell ring community centre,Mayne Avenue,LU4 9LB,"POLYGON((-0.49372954927276 51.8907245999775,-0.49372954927276 51.919629750895,-0.446998862415698 51.919629750895,-0.446998862415698 51.8907245999775,-0.49372954927276 51.8907245999775))"
412,Dunstable Library,"Vernon Place, Dunstable",LU5 4HA,"POLYGON((-0.544900686126526 51.873583713287,-0.544900686126526 51.9024900790939,-0.498185950532134 51.9024900790939,-0.498185950532134 51.873583713287,-0.544900686126526 51.873583713287))"
414,Houghton Regis Library,"Bedford Square, Houghton Regis",LU5 5ES,"POLYGON((-0.542740364375674 51.890505609302,-0.542740364375674 51.9194118441136,-0.496008153636329 51.9194118441136,-0.496008153636329 51.890505609302,-0.542740364375674 51.890505609302))"
420,Toddington Library,"9 Market Square, Toddington",LU5 6BP,"POLYGON((-0.555051710010072 51.9344751575934,-0.555051710010072 51.9633814435073,-0.50827337781122 51.9633814435073,-0.50827337781122 51.9344751575934,-0.555051710010072 51.9344751575934))"
309,Wing,"Village Hall, Leighton Road, Wing",LU7 0NN,"POLYGON((-0.738546049461021 51.8827963885623,-0.738546049461021 51.911706776272,-0.691815183693425 51.911706776272,-0.691815183693425 51.8827963885623,-0.738546049461021 51.8827963885623))"
415,Leighton Buzzard Library,"Lake Street, Leighton Buzzard",LU7 1RX,"POLYGON((-0.682448483213405 51.9005586200589,-0.682448483213405 51.9294677755423,-0.635701032357086 51.9294677755423,-0.635701032357086 51.9005586200589,-0.682448483213405 51.9005586200589))"
282,Beacon Villages,"Old Town Hall, High Street, Ivinghoe",LU7 9EP,"POLYGON((-0.655180933900533 51.8208775087366,-0.655180933900533 51.849786492435,-0.608516949224444 51.849786492435,-0.608516949224444 51.8208775087366,-0.655180933900533 51.8208775087366))"
1877,Manor Park Library,685-693 Romford Road,E12 5AD,"POLYGON((0.02219593634088 51.5356694953843,0.02219593634088 51.5645661237354,0.0685454636085435 51.5645661237354,0.0685454636085435 51.5356694953843,0.02219593634088 51.5356694953843))"
1878,Manor Park Library,Romford Road,E12 5JY ,"POLYGON((0.031737847659496 51.5390816845021,0.031737847659496 51.5679785442484,0.0780912410474602 51.5679785442484,0.0780912410474602 51.5390816845021,0.031737847659496 51.5390816845021))"
1874,East Ham Library,High Street South,E6 2RT,"POLYGON((0.0357599140266411 51.5189934757309,0.0357599140266411 51.5478905390423,0.0820930689617659 51.5478905390423,0.0820930689617659 51.5189934757309,0.0357599140266411 51.5189934757309))"
1785,Beswick Library,"60 Grey Mare Lane, Beswick",M11 3DS,"POLYGON((-2.22095205773232 53.463498933245,-2.22095205773232 53.4924217410323,-2.17246880725581 53.4924217410323,-2.17246880725581 53.463498933245,-2.22095205773232 53.463498933245))"
1789,Clayton library,,M11 4NE,"POLYGON((-2.2045921267346 53.4704369732171,-2.2045921267346 53.4993596301243,-2.15610116218474 53.4993596301243,-2.15610116218474 53.4704369732171,-2.2045921267346 53.4704369732171))"
1799,Longsight Library and Learning Centre,"519 Stockport Road, Longsight",M12 4NE,"POLYGON((-2.22518467820197 53.4433486375147,-2.22518467820197 53.4722715734176,-2.1767243332954 53.4722715734176,-2.1767243332954 53.4433486375147,-2.22518467820197 53.4433486375147))"
1802,Moss Side Powerhouse Library,"140 Raby Street, Moss Side",M14 4SL,"POLYGON((-2.26595156132884 53.4431380641935,-2.26595156132884 53.4720612810512,-2.21749098698842 53.4720612810512,-2.21749098698842 53.4431380641935,-2.26595156132884 53.4431380641935))"
1792,Fallowfield Community Library,"The Place at Platt Lane, Platt Lane",M14 7FB,"POLYGON((-2.26159321031656 53.4323785641138,-2.26159321031656 53.4613018041932,-2.21314493102566 53.4613018041932,-2.21314493102566 53.4323785641138,-2.26159321031656 53.4323785641138))"
1797,Hulme Library,"Hulme Walk, Manchester",M15 5FQ,"POLYGON((-2.2748824598619 53.4524856521679,-2.2748824598619 53.4814088828321,-2.22641114047778 53.4814088828321,-2.22641114047778 53.4524856521679,-2.2748824598619 53.4524856521679))"
1796,Hulme High Street Library,"Hulme High Street, Moss Lane East",M15 5NN,"POLYGON((-2.27175414047996 53.446182250963,-2.27175414047996 53.4751054916348,-2.22329003513004 53.4751054916348,-2.22329003513004 53.446182250963,-2.27175414047996 53.446182250963))"
2926,Old Trafford,"Old Trafford Youth Centre, St Hilda's Road, Old Trafford",M16 9PQ,"POLYGON((-2.29614189472733 53.4466863994802,-2.29614189472733 53.4756097969015,-2.24767694841063 53.4756097969015,-2.24767694841063 53.4466863994802,-2.29614189472733 53.4466863994802))"
1794,Gorton Library,"Garratt Way, Gorton",M18 8HE,"POLYGON((-2.19856683271367 53.4484421331186,-2.19856683271367 53.4773648535125,-2.15010100743061 53.4773648535125,-2.15010100743061 53.4484421331186,-2.19856683271367 53.4484421331186))"
1787,"Burnage Library, Activity and Information Hub","Burnage Lane, Burnage",M19 1EW,"POLYGON((-2.22464713730242 53.4157187816347,-2.22464713730242 53.4446418484501,-2.17621823020514 53.4446418484501,-2.17621823020514 53.4157187816347,-2.22464713730242 53.4157187816347))"
1782,Arcadia library and leisure centre,"Yew Tree Avenue, Levenshulme",M19 3AF,"POLYGON((-2.21665848281812 53.4311203526151,-2.21665848281812 53.4600432877303,-2.16821215633108 53.4600432877303,-2.16821215633108 53.4311203526151,-2.21665848281812 53.4311203526151))"
1798,Levenshulme library,"Cromwell Grove, Manchester",M19 3QE,"POLYGON((-2.21122051274264 53.4305627416829,-2.21122051274264 53.45948564066,-2.16277488574354 53.45948564066,-2.16277488574354 53.4305627416829,-2.21122051274264 53.4305627416829))"
1808,Withington Library,"410 Wilmslow Road, Withington",M20 3BN,"POLYGON((-2.25055331236017 53.4215508744953,-2.25055331236017 53.4504740925794,-2.20211747403058 53.4504740925794,-2.20211747403058 53.4215508744953,-2.25055331236017 53.4215508744953))"
1784,Barlow Moor Community Library,"3 Merseybank Avenue, Chorlton",M21 7NN,"POLYGON((-2.28722229236516 53.4082983208779,-2.28722229236516 53.4372218478252,-2.2388011078512 53.4372218478252,-2.2388011078512 53.4082983208779,-2.28722229236516 53.4082983208779))"
1791,Didsbury Library,"692 Wilmslow Road, Didsbury",M21 9PN,"POLYGON((-2.30326609744554 53.4298074327163,-2.30326609744554 53.4587309579322,-2.25482028659462 53.4587309579322,-2.25482028659462 53.4298074327163,-2.30326609744554 53.4298074327163))"
1788,Chorlton Library,"Manchester Road, Chorlton",M21 9PN,"POLYGON((-2.30326609744554 53.4298074327163,-2.30326609744554 53.4587309579322,-2.25482028659462 53.4587309579322,-2.25482028659462 53.4298074327163,-2.30326609744554 53.4298074327163))"
1806,Northenden Community Library,"Parkway Green House, 460 Palatine Road, Northenden",M22 4WL,"POLYGON((-2.28273873386606 53.3925421404526,-2.28273873386606 53.4214657150073,-2.23433549131672 53.4214657150073,-2.23433549131672 53.3925421404526,-2.28273873386606 53.3925421404526))"
1793,Forum Library Wythenshawe,"Forum Square, Wythenshawe",M22 5RX,"POLYGON((-2.28920366534291 53.3654631761081,-2.28920366534291 53.3943869248307,-2.24083106426285 53.3943869248307,-2.24083106426285 53.3654631761081,-2.28920366534291 53.3654631761081))"
1786,Brooklands Library,"Moor Road, Wythenshawe",M23 9BP,"POLYGON((-2.32051451444891 53.3871329192036,-2.32051451444891 53.4160567608488,-2.27211700790225 53.4160567608488,-2.27211700790225 53.3871329192036,-2.32051451444891 53.3871329192036))"
2348,Alkrington Library,"Kirkway, Middleton",M24 1LW,"POLYGON((-2.2168854458918 53.5228113006896,-2.2168854458918 53.551733790631,-2.16833451221045 53.551733790631,-2.16833451221045 53.5228113006896,-2.2168854458918 53.5228113006896))"
2355,Langley library,"Langley Children's Centre, Windermere Road, Middleton",M24 4LA,"POLYGON((-2.24447978299697 53.54331096394,-2.24447978299697 53.5722335471602,-2.19590505906507 53.5722335471602,-2.19590505906507 53.54331096394,-2.24447978299697 53.54331096394))"
2358,Middleton Library,"Long Street, Middleton",M24 6DU,"POLYGON((-2.22063327750607 53.5384359823453,-2.22063327750607 53.5673584228166,-2.17206441626794 53.5673584228166,-2.17206441626794 53.5384359823453,-2.22063327750607 53.5384359823453))"
322,Sedgley Park library,"St Gabriel's Church Community Room, Bishops Rd, Sedgley Park
Prestwich",M25 0HT,"POLYGON((-2.29005755129702 53.5063476799921,-2.29005755129702 53.5352707474817,-2.24152460759917 53.5352707474817,-2.24152460759917 53.5063476799921,-2.29005755129702 53.5063476799921))"
319,Prestwich Library and Adult Learning Centre,"Longfield Centre, Prestwich",M25 1AY,"POLYGON((-2.30854669582847 53.5184933638809,-2.30854669582847 53.5474164904138,-2.25999966760371 53.5474164904138,-2.25999966760371 53.5184933638809,-2.30854669582847 53.5184933638809))"
1800,Manchester Central library,"St Peters Square, City Centre",M2 5PD,"POLYGON((-2.26883621974874 53.4634821654633,-2.26883621974874 53.4924053024196,-2.22035243654916 53.4924053024196,-2.22035243654916 53.4634821654633,-2.26883621974874 53.4634821654633))"
320,Radcliffe Library,"Stand Lane, Radcliffe",M26 1NW,"POLYGON((-2.34805860593264 53.5441265312588,-2.34805860593264 53.5730497754669,-2.29948183063526 53.5730497754669,-2.29948183063526 53.5441265312588,-2.34805860593264 53.5441265312588))"
316,Dumers Lane Community Centre and Library,"245 Dumers Lane, Radcliffe",M26 2GN,"POLYGON((-2.32763213920786 53.5556493552773,-2.32763213920786 53.5845724197392,-2.27904236783656 53.5845724197392,-2.27904236783656 53.5556493552773,-2.32763213920786 53.5556493552773))"
1963,For all Healthy Living Centre,"68 Lonsdale Avenue, Weston super Mare",BS23 3SJ,"POLYGON((-2.98823829644085 51.3168294942447,-2.98823829644085 51.3457657066626,-2.94204827252348 51.3457657066626,-2.94204827252348 51.3168294942447,-2.98823829644085 51.3168294942447))"
315,Coronation Road Community Centre and Library,"Westminster Avenue, Bury",M26 3WD,"POLYGON((-2.37186613158799 53.5528412624234,-2.37186613158799 53.5817646036731,-2.32327913665773 53.5817646036731,-2.32327913665773 53.5528412624234,-2.37186613158799 53.5528412624234))"
2405,Swinton,"Chorley Road, Swinton",M27 4AE,"POLYGON((-2.36304023613639 53.4972731968258,-2.36304023613639 53.5261967575582,-2.3145169070155 53.5261967575582,-2.3145169070155 53.4972731968258,-2.36304023613639 53.4972731968258))"
2404,Swinton,"Swinton Gateway, 100 Chorley Road, Swinton",M27 6BP,"POLYGON((-2.36646745060595 53.4977577846635,-2.36646745060595 53.5266813629673,-2.31794353449707 53.5266813629673,-2.31794353449707 53.4977577846635,-2.36646745060595 53.4977577846635))"
2394,Clifton,"Community Centre, 6 Wynne Avenue, Clifton",M27 8FU,"POLYGON((-2.3586693024725 53.5100131829197,-2.3586693024725 53.5389366560261,-2.31013145821459 53.5389366560261,-2.31013145821459 53.5100131829197,-2.3586693024725 53.5100131829197))"
2399,Little Hulton,"Longshaw Drive, Little Hulton",M28 0AZ,"POLYGON((-2.44542635302906 53.5151946579395,-2.44542635302906 53.5441185818456,-2.39688178544888 53.5441185818456,-2.39688178544888 53.5151946579395,-2.44542635302906 53.5151946579395))"
2390,Boothstown,"Community Centre, Standfield Drive, Boothstown",M28 1NB,"POLYGON((-2.4418302701002 53.4900215394876,-2.4418302701002 53.5189455675902,-2.39331449757434 53.5189455675902,-2.39331449757434 53.4900215394876,-2.4418302701002 53.4900215394876))"
2408,Worsley Village,"Worsley Road, Worsley",M28 2PB,"POLYGON((-2.40557177727222 53.4854328929907,-2.40557177727222 53.5143567514233,-2.35706156545061 53.5143567514233,-2.35706156545061 53.4854328929907,-2.40557177727222 53.4854328929907))"
2406,Walkden,"Walkden Gateway, 2 Smith Street, Worsley",M28 3EZ,"POLYGON((-2.42281054099665 53.5104364848985,-2.42281054099665 53.5393603142806,-2.37427161128284 53.5393603142806,-2.37427161128284 53.5104364848985,-2.42281054099665 53.5104364848985))"
3120,Tyldesley,"Stanley Street, Tyldesley",M29 8AH,"POLYGON((-2.49222730095384 53.499991674535,-2.49222730095384 53.5289159017204,-2.44369972559979 53.5289159017204,-2.44369972559979 53.499991674535,-2.49222730095384 53.499991674535))"
2395,Eccles,"Eccles Gateway, 28 Barton Lane, Eccles",M30 0TU,"POLYGON((-2.36355920097874 53.4680681112425,-2.36355920097874 53.4969918172864,-2.31506919755185 53.4969918172864,-2.31506919755185 53.4680681112425,-2.36355920097874 53.4680681112425))"
2407,Winton,"Old Parrin Lane, Winton",M30 8BY,"POLYGON((-2.39257336583828 53.4752627716803,-2.39257336583828 53.5041866079999,-2.34407487950589 53.5041866079999,-2.34407487950589 53.4752627716803,-2.39257336583828 53.4752627716803))"
2927,Partington,"91 Central Road, Partington",M31 4FY,"POLYGON((-2.44962112639395 53.402741919836,-2.44962112639395 53.4316664130471,-2.40120468116966 53.4316664130471,-2.40120468116966 53.402741919836,-2.44962112639395 53.402741919836))"
2931,Trafford Town Hall,"Talbot Road, Stretford",M32 0TH,"POLYGON((-2.31171477678646 53.4445375589872,-2.31171477678646 53.4734610658006,-2.26325211157555 53.4734610658006,-2.26325211157555 53.4445375589872,-2.31171477678646 53.4445375589872))"
2923,Greatstone,"Stretford Leisure Centre, Greatstone Road, Stretford",M32 0ZS,"POLYGON((-2.31690574296059 53.4438687662731,-2.31690574296059 53.4727923088438,-2.26844378477944 53.4727923088438,-2.26844378477944 53.4438687662731,-2.31690574296059 53.4438687662731))"
2929,Stretford,"Kingsway, Stretford",M32 8AP,"POLYGON((-2.33677904521898 53.4316298546589,-2.33677904521898 53.4605535791059,-2.28833081229306 53.4605535791059,-2.28833081229306 53.4316298546589,-2.33677904521898 53.4316298546589))"
2925,Lostock,"Selby Road, Lostock",M32 9PL,"POLYGON((-2.35578316377316 53.4392188044014,-2.35578316377316 53.4681426054715,-2.30732610404098 53.4681426054715,-2.30732610404098 53.4392188044014,-2.35578316377316 53.4392188044014))"
2921,Coppice,"Coppice Avenue, Sale",M33 4ND,"POLYGON((-2.37262626425792 53.4005018789516,-2.37262626425792 53.4294259668086,-2.32421306013975 53.4294259668086,-2.32421306013975 53.4005018789516,-2.37262626425792 53.4005018789516))"
2928,Sale,"Sale Waterside, Sale",M33 7ZF,"POLYGON((-2.34421269928928 53.4106487705833,-2.34421269928928 53.4395726421391,-2.29578824777 53.4395726421391,-2.29578824777 53.4106487705833,-2.34421269928928 53.4106487705833))"
2193,Failsworth Library,"Town Hall, Oldham Road, Failsworth",M35 0AE,"POLYGON((-2.18331829913792 53.4959855075186,-2.18331829913792 53.5249078841771,-2.13479843844279 53.5249078841771,-2.13479843844279 53.4959855075186,-2.18331829913792 53.4959855075186))"
1804,Newton Heath Library,"Old Church Street, Newton Heath",M40 2JB,"POLYGON((-2.20718982568323 53.4870436822298,-2.20718982568323 53.5159662769634,-2.15867988219022 53.5159662769634,-2.15867988219022 53.4870436822298,-2.20718982568323 53.4870436822298))"
1803,New Moston Community Library,"Nuthurst Road, New Moston",M40 3PJ,"POLYGON((-2.19165467866572 53.5021581136255,-2.19165467866572 53.531080521726,-2.14312766348843 53.531080521726,-2.14312766348843 53.5021581136255,-2.19165467866572 53.5021581136255))"
1801,Miles Platting Community Library,"Victoria Mill Community Centre, Lower Vickers Street, Miles Platting",M40 8EE,"POLYGON((-2.23899062589 53.4773999197646,-2.23899062589 53.5063227861567,-2.19049131093196 53.5063227861567,-2.19049131093196 53.4773999197646,-2.23899062589 53.4773999197646))"
2932,Urmston,"Unit 34 Golden Way, Urmston",M41 0NA,"POLYGON((-2.37894799824661 53.4346309110963,-2.37894799824661 53.4635548687126,-2.330495935279 53.4635548687126,-2.330495935279 53.4346309110963,-2.37894799824661 53.4346309110963))"
2920,Bowfell,"Urmston Leisure Centre, Bowfell Road, Urmston",M41 5RR,"POLYGON((-2.39514676637635 53.4359479012008,-2.39514676637635 53.4648719434182,-2.34669305211272 53.4648719434182,-2.34669305211272 53.4359479012008,-2.39514676637635 53.4359479012008))"
2922,Davyhulme,"Hayeswater Road, Davyhulme",M41 7BL,"POLYGON((-2.38358427137421 53.4411607089879,-2.38358427137421 53.4700846610639,-2.3351247321215 53.4700846610639,-2.3351247321215 53.4411607089879,-2.38358427137421 53.4411607089879))"
2933,Woodsend,"Woodsend Road, Flixton",M41 8GN,"POLYGON((-2.41773361450358 53.440576559642,-2.41773361450358 53.4695007023515,-2.36927442552755 53.4695007023515,-2.36927442552755 53.440576559642,-2.41773361450358 53.440576559642))"
2393,Cadishead,"126 Liverpool Road, Cadishead ",M44 5AN,"POLYGON((-2.45969117497765 53.4142919334571,-2.45969117497765 53.443216420935,-2.41126152179098 53.443216420935,-2.41126152179098 53.4142919334571,-2.45969117497765 53.4142919334571))"
2398,Irlam,"Hurst Fold, Liverpool Road, Irlam",M44 6FD,"POLYGON((-2.43658926738227 53.4377713639901,-2.43658926738227 53.4666956196521,-2.38813310517636 53.4666956196521,-2.38813310517636 53.4377713639901,-2.43658926738227 53.4377713639901))"
