id,name,address,postcode,bbox
951,Great Baddow library,"27 High Street, Great Baddow, Chelmsford",CM2 7HH,"POLYGON((0.477860233477981 51.7013721193691,0.477860233477981 51.7302788881613,0.524396604357132 51.7302788881613,0.524396604357132 51.7013721193691,0.477860233477981 51.7013721193691))"
950,Galleywood library,"Watchouse Road, Galleywood, Chelmsford",CM2 8PU,"POLYGON((0.447262165830425 51.6859585722784,0.447262165830425 51.7148647386177,0.493781631202192 51.7148647386177,0.493781631202192 51.6859585722784,0.447262165830425 51.6859585722784))"
960,Hatfield Peverel library,"The Street, Hatfield Peverel, Chelmsford",CM3 2DP,"POLYGON((0.569855317408925 51.7608980639746,0.569855317408925 51.78980652934,0.616456100040247 51.78980652934,0.616456100040247 51.7608980639746,0.569855317408925 51.7608980639746))"
943,Danbury library,"18 Main Road, Danbury, Chelmsford",CM3 4NQ,"POLYGON((0.555283506395041 51.7028535271839,0.555283506395041 51.7317619686538,0.601824103370418 51.7317619686538,0.601824103370418 51.7028535271839,0.555283506395041 51.7028535271839))"
984,South Woodham Ferrers library,"Trinity Square, South Woodham Ferrers, Chelmsford",CM3 5JU,"POLYGON((0.596727178581751 51.6314375854147,0.596727178581751 51.6603472570195,0.643196027339926 51.6603472570195,0.643196027339926 51.6314375854147,0.596727178581751 51.6314375854147))"
989,Stock library,"Swan Lane, Stock, Ingatestone",CM4 9BQ,"POLYGON((0.419112206094314 51.6503958876769,0.419112206094314 51.6793015980057,0.465594225580808 51.6793015980057,0.465594225580808 51.6503958876769,0.419112206094314 51.6503958876769))"
964,Ingatestone library,"High Street, Ingatestone",CM4 9EU,"POLYGON((0.358656481468045 51.6541297189998,0.358656481468045 51.6830340310128,0.405140102408166 51.6830340310128,0.405140102408166 51.6541297189998,0.358656481468045 51.6541297189998))"
939,Chipping Ongar library,"The Pleasance', High Street, Chipping Ongar, Essex",CM5 9AB,"POLYGON((0.222093395371895 51.6919747533225,0.222093395371895 51.7208756430674,0.268610583268982 51.7208756430674,0.268610583268982 51.6919747533225,0.222093395371895 51.6919747533225))"
945,Dunmow library,"47 White Hart Way, Dunmow",CM6 1FS,"POLYGON((0.341036531115999 51.8570750423722,0.341036531115999 51.8859779455225,0.387728432733141 51.8859779455225,0.387728432733141 51.8570750423722,0.341036531115999 51.8570750423722))"
990,Thaxted library,"7 Town Street, Thaxted, Dunmow",CM6 2PJ,"POLYGON((0.318951328502472 51.9402396462742,0.318951328502472 51.9691416244014,0.365728730863514 51.9691416244014,0.365728730863514 51.9402396462742,0.318951328502472 51.9402396462742))"
930,Braintree library,"Fairfield Road, Braintree",CM73YL,"POLYGON((0.530272047232565 51.8632961730934,0.530272047232565 51.8922032864289,0.576977246817013 51.8922032864289,0.576977246817013 51.8632961730934,0.530272047232565 51.8632961730934))"
232,Woodingdean Library,"Warren Road, Woodingdean, Brighton",BN2 6BA,"POLYGON((-0.102557895861971 50.8214520721753,-0.102557895861971 50.8503531359388,-0.0569179992063489 50.8503531359388,-0.0569179992063489 50.8214520721753,-0.102557895861971 50.8214520721753))"
614,Workington Library,"Vulcan's Lane, Workington",CA14 2ND,"POLYGON((-3.57418412044869 54.6283263032026,-3.57418412044869 54.6572449903965,-3.52432244867306 54.6572449903965,-3.52432244867306 54.6283263032026,-3.57418412044869 54.6283263032026))"
605,Thornhill Library,,CA22 2SJ,"POLYGON((-3.55243458285033 54.4502546125521,-3.55243458285033 54.4791742590635,-3.50278945731364 54.4791742590635,-3.50278945731364 54.4502546125521,-3.55243458285033 54.4502546125521))"
610,Whitehaven Archive and Local Studies Centre,"Scotch Street, Whitehaven",CA28 7NL,"POLYGON((-3.6105810502553 54.5333106341956,-3.6105810502553 54.5622295958303,-3.56083562677502 54.5622295958303,-3.56083562677502 54.5333106341956,-3.6105810502553 54.5333106341956))"
1000,Witham library,"18 Newland Street, Witham",CM8 2AQ,"POLYGON((0.61799069314249 51.7867779156436,0.61799069314249 51.8156872649812,0.664619784637282 51.8156872649812,0.664619784637282 51.7867779156436,0.61799069314249 51.7867779156436))"
999,Wickham Bishops library,"School Road, Wickham Bishops, Witham",CM8 3NU,"POLYGON((0.650651628107903 51.7624587393062,0.650651628107903 51.7913688833799,0.697256737804522 51.7913688833799,0.697256737804522 51.7624587393062,0.650651628107903 51.7624587393062))"
982,Silver End library,"10 The Broadway, Silver End, Witham",CM8 3RB,"POLYGON((0.598612934937136 51.8331847471547,0.598612934937136 51.8620934628787,0.645289310630701 51.8620934628787,0.645289310630701 51.8331847471547,0.598612934937136 51.8331847471547))"
969,Maldon library,"Carmelite House, White Horse Lane, Maldon",CM9 5FW,"POLYGON((0.654596595755929 51.7162962897092,0.654596595755929 51.7452067424351,0.701154344445319 51.7452067424351,0.701154344445319 51.7162962897092,0.654596595755929 51.7162962897092))"
2740,Great Cornard,"Head Lane, Great Cornard",CO10 0JU,"POLYGON((0.728586370836273 52.009860850317,0.728586370836273 52.0387713471311,0.775450739101992 52.0387713471311,0.775450739101992 52.009860850317,0.728586370836273 52.009860850317))"
2764,Sudbury,"Market Hill, Sudbury",CO10 2EN,"POLYGON((0.706971067162668 52.0236739788568,0.706971067162668 52.0525839770487,0.753849179962115 52.0525839770487,0.753849179962115 52.0236739788568,0.706971067162668 52.0236739788568))"
2739,Glemsford,"Village Hall, Glemsford",CO10 7RH,"POLYGON((0.642162376817114 52.0856005389204,0.642162376817114 52.1145089165936,0.689103245382656 52.1145089165936,0.689103245382656 52.0856005389204,0.642162376817114 52.0856005389204))"
2732,Clare,"The Guildhall, High Street, Clare",CO10 8NY,"POLYGON((0.55683355939169 52.0640119076582,0.55683355939169 52.0929186026986,0.603748875307603 52.0929186026986,0.603748875307603 52.0640119076582,0.55683355939169 52.0640119076582))"
2752,Long Melford,"United Reform Church Room, Hall Street, Long Melford",CO10 9JT,"POLYGON((0.692781573496941 52.0614849998962,0.692781573496941 52.0903945270726,0.739698818071434 52.0903945270726,0.739698818071434 52.0614849998962,0.692781573496941 52.0614849998962))"
2750,Lavenham,"Lavenham Village Hall, Church Street, Lavenham",CO10 9QT,"POLYGON((0.770943949727647 52.0922289176047,0.770943949727647 52.1211398408999,0.81789596626594 52.1211398408999,0.81789596626594 52.0922289176047,0.770943949727647 52.0922289176047))"
970,Manningtree library,"High Street, Manningtree",CO11 1AD,"POLYGON((1.03996008100103 51.9308923588097,1.03996008100103 51.9598089909383,1.08675140448055 51.9598089909383,1.08675140448055 51.9308923588097,1.03996008100103 51.9308923588097))"
942,Colchester library,"Trinity Square, Colchester",CO1 1JB,"POLYGON((0.876355795410014 51.8740282863342,0.876355795410014 51.9029422860481,0.923083336495196 51.9029422860481,0.923083336495196 51.8740282863342,0.876355795410014 51.8740282863342))"
959,Harwich library,"Upper Kingsway, Dovercourt, Harwich",CO12 3JT,"POLYGON((1.25823777946779 51.9219095535102,1.25823777946779 51.9508297485539,1.30502545244108 51.9508297485539,1.30502545244108 51.9219095535102,1.25823777946779 51.9219095535102))"
948,Frinton library,"59 Old Road, Frinton-on-Sea",CO13 9DA,"POLYGON((1.22128710570874 51.8159940288771,1.22128710570874 51.8449141804171,1.26796403508505 51.8449141804171,1.26796403508505 51.8159940288771,1.22128710570874 51.8159940288771))"
995,Walton library,"52 High Street, Walton-on-the-Naze",CO14 8AE,"POLYGON((1.24819251293776 51.8346215455054,1.24819251293776 51.8635420185161,1.2948893765144 51.8635420185161,1.2948893765144 51.8346215455054,1.24819251293776 51.8346215455054))"
940,Clacton library,"Station Road, Clacton-on-Sea",CO15 1SF,"POLYGON((1.13108395195965 51.7777434500453,1.13108395195965 51.8066623577955,1.17771907307961 51.8066623577955,1.17771907307961 51.7777434500453,1.13108395195965 51.7777434500453))"
965,Jaywick library,"Golf Green Public Hall, Golf Green Rd, Jaywick, Clacton-On-Sea, Essex",CO15 2RG,"POLYGON((1.09643306654519 51.7658794906398,1.09643306654519 51.7947978875509,1.14305503717607 51.7947978875509,1.14305503717607 51.7658794906398,1.09643306654519 51.7658794906398))"
962,Holland library,"Public Hall, Frinton Road, Holland-on-Sea, Clacton-on-Sea",CO15 5UR,"POLYGON((1.16633131832855 51.79081334904,1.16633131832855 51.8197327606136,1.21298084186415 51.8197327606136,1.21298084186415 51.79081334904,1.16633131832855 51.79081334904))"
996,West Clacton library,"Jaywick Lane, Clacton-on-Sea",CO16 8BE,"POLYGON((1.09657034967676 51.7778289311505,1.09657034967676 51.806747271342,1.14320464409124 51.806747271342,1.14320464409124 51.7778289311505,1.09657034967676 51.7778289311505))"
988,Stanway library,"10 Villa Road, Stanway, Colchester",CO3 0RH,"POLYGON((0.814442687949643 51.8710425300552,0.814442687949643 51.8999553806342,0.861165251604122 51.8999553806342,0.861165251604122 51.8710425300552,0.814442687949643 51.8710425300552))"
976,Prettygate library,"44 Prettygate Road, Colchester",CO3 4EQ,"POLYGON((0.841412715218703 51.8654599239677,0.841412715218703 51.8943733132164,0.888130317873921 51.8943733132164,0.888130317873921 51.8654599239677,0.841412715218703 51.8654599239677))"
955,Greenstead library,"Hawthorne Avenue, Colchester",CO4 3QE,"POLYGON((0.913547702490756 51.8769272156709,0.913547702490756 51.9058418839825,0.960279354151454 51.9058418839825,0.960279354151454 51.8769272156709,0.913547702490756 51.8769272156709))"
991,Tiptree library,"Rectory Road, Tiptree, Colchester",CO5 0SX,"POLYGON((0.723940533552481 51.7966686615715,0.723940533552481 51.8255801168075,0.770583308532831 51.8255801168075,0.770583308532831 51.7966686615715,0.723940533552481 51.7966686615715))"
997,West Mersea library,"13 High Street, West Mersea, Colchester",CO5 8QA,"POLYGON((0.88783792259104 51.7622238914588,0.88783792259104 51.7911386548665,0.934450237522938 51.7911386548665,0.934450237522938 51.7622238914588,0.88783792259104 51.7622238914588))"
660,Matlock,"Steep Turnpike, Matlock, Derbyshire",DE4 3DP,"POLYGON((-1.57389570572546 53.1240748691142,-1.57389570572546 53.1529929052546,-1.52580615202812 53.1529929052546,-1.52580615202812 53.1240748691142,-1.57389570572546 53.1240748691142))"
966,Kelvedon library,"Aylett's Foundation School, Maldon Road, Kelvedon",CO5 9BA,"POLYGON((0.674366335839219 51.8180163051463,0.674366335839219 51.8469266592411,0.72102955314759 51.8469266592411,0.72102955314759 51.8180163051463,0.674366335839219 51.8180163051463))"
941,Coggeshall library,"The Friends' Meeting House, Stoneham Street, Coggeshall, Colchester",CO6 1UH,"POLYGON((0.661599638531698 51.8584812165588,0.661599638531698 51.8873911111835,0.708304306201614 51.8873911111835,0.708304306201614 51.8584812165588,0.661599638531698 51.8584812165588))"
946,Earls Colne library,"William Hunt Reading Room & Library, 38 High Street, Earls Colne",CO6 2PA,"POLYGON((0.675454855056176 51.9134267343015,0.675454855056176 51.9423366401944,0.722216990836655 51.9423366401944,0.722216990836655 51.9134267343015,0.675454855056176 51.9134267343015))"
932,Brightlingsea library,"New Street, Brightlingsea, Colchester",CO7 0BZ,"POLYGON((1.00234388103518 51.7955747274062,1.00234388103518 51.8244913781713,1.04899390253542 51.8244913781713,1.04899390253542 51.7955747274062,1.00234388103518 51.7955747274062))"
1001,Wivenhoe library,"104/6 High Street, Wivenhoe",CO7 9AB,"POLYGON((0.935997948265025 51.8431596574689,0.935997948265025 51.8720748986336,0.982695265992947 51.8720748986336,0.982695265992947 51.8431596574689,0.935997948265025 51.8431596574689))"
957,Halstead library,"Bridge Street, Halstead",CO9 1HU,"POLYGON((0.611075862609015 51.9290055731615,0.611075862609015 51.9579140774018,0.657852051990659 51.9579140774018,0.657852051990659 51.9290055731615,0.611075862609015 51.9290055731615))"
981,Sible Hedingham library,"169 Swan Street, Sible Hedingham, Halstead",CO9 3PX,"POLYGON((0.566525556577961 51.9660384691875,0.566525556577961 51.9949458528355,0.613338788413988 51.9949458528355,0.613338788413988 51.9660384691875,0.566525556577961 51.9660384691875))"
540,New Addington,"New Addington Centre, 61 Central Parade, New Addington",CR0 0JD,"POLYGON((-0.0371596409085588 51.3265844488226,-0.0371596409085588 51.3554812935013,0.00897738949923119 51.3554812935013,0.00897738949923119 51.3265844488226,-0.0371596409085588 51.3265844488226))"
537,Broad Green,"89 Canterbury Road, Croydon",CR0 3HH,"POLYGON((-0.140251799527256 51.3709290491324,-0.140251799527256 51.3998283413753,-0.0940659282759082 51.3998283413753,-0.0940659282759082 51.3709290491324,-0.140251799527256 51.3709290491324))"
545,Shirley,"Wickham Road / Hartland Way, Shirley, Croydon",CR0 8BH,"POLYGON((-0.0679453382354706 51.3606900192795,-0.0679453382354706 51.3895875009689,-0.021772745604457 51.3895875009689,-0.021772745604457 51.3606900192795,-0.0679453382354706 51.3606900192795))"
543,Sanderstead,"Farm Fields, South Croydon",CR2 0HL,"POLYGON((-0.106592198676445 51.3263463591114,-0.106592198676445 51.3552450121445,-0.0604525210439754 51.3552450121445,-0.0604525210439754 51.3263463591114,-0.106592198676445 51.3263463591114))"
544,Selsdon,"Addington Road, Selsdon",CR2 8LA,"POLYGON((-0.0863423208700756 51.3278390607054,-0.0863423208700756 51.3567371836481,-0.0402019793263002 51.3567371836481,-0.0402019793263002 51.3278390607054,-0.0863423208700756 51.3278390607054))"
2800,Caterham Hill,Westway Caterham Hill,CR3 5TP,"POLYGON((-0.119694630599176 51.2735114394718,-0.119694630599176 51.3024106914631,-0.0736073807977302 51.3024106914631,-0.0736073807977302 51.2735114394718,-0.119694630599176 51.2735114394718))"
2801,Caterham Valley,Stafford Road Caterham,CR3 6JG,"POLYGON((-0.103264804929525 51.2688458944225,-0.103264804929525 51.2977447477164,-0.0571828973772187 51.2977447477164,-0.0571828973772187 51.2688458944225,-0.103264804929525 51.2688458944225))"
1830,Pollards Hill Library,"South Lodge Avenue, Mitcham",CR4 1LT,"POLYGON((-0.154180376833108 51.3855220977871,-0.154180376833108 51.414421670797,-0.107979245216404 51.414421670797,-0.107979245216404 51.3855220977871,-0.154180376833108 51.3855220977871))"
1828,Mitcham Library,"157 London Road, Mitcham",CR4 2YR,"POLYGON((-0.185581584484696 51.3941745731829,-0.185581584484696 51.4230748933815,-0.139370469866172 51.4230748933815,-0.139370469866172 51.3941745731829,-0.185581584484696 51.3941745731829))"
536,Bradmore Green,"Bradmore Way, Coulsdon",CR5 1PE,"POLYGON((-0.149630481620789 51.2940837490669,-0.149630481620789 51.3229836613619,-0.103521410978274 51.3229836613619,-0.103521410978274 51.2940837490669,-0.149630481620789 51.2940837490669))"
538,Coulsdon,"Brighton Road, Coulsdon",CR5 2NH,"POLYGON((-0.161755319971543 51.3055538397474,-0.161755319971543 51.3344540016397,-0.115634261304906 51.3344540016397,-0.115634261304906 51.3055538397474,-0.161755319971543 51.3055538397474))"
2841,Warlingham,Shelton Avenue Warlingham,CR6 9NF,"POLYGON((-0.0811517708081608 51.2956848361524,-0.0811517708081608 51.3245829843938,-0.0350438983496847 51.3245829843938,-0.0350438983496847 51.2956848361524,-0.0811517708081608 51.2956848361524))"
547,Thornton Heath,"190 Brigstock Road, Thornton Heath",CR7 7JB,"POLYGON((-0.127343811207822 51.3829421093594,-0.127343811207822 51.4118410129872,-0.0811463695133673 51.4118410129872,-0.0811463695133673 51.3829421093594,-0.127343811207822 51.3829421093594))"
542,Purley,"Banstead Road, Purley",CR8 3YH,"POLYGON((-0.141764787108342 51.3246949375251,-0.141764787108342 51.3535944980201,-0.0956253312311004 51.3535944980201,-0.0956253312311004 51.3246949375251,-0.141764787108342 51.3246949375251))"
539,Croydon central library,"Katharine Street, Croydon",CR9 1ET,"POLYGON((-0.122622171599406 51.3574613659994,-0.122622171599406 51.3863602755659,-0.0764505700775478 51.3863602755659,-0.0764505700775478 51.3574613659994,-0.122622171599406 51.3574613659994))"
535,Ashburton,"Shirley Road, Croydon",CR9 7AL,"POLYGON((-0.0863456761462301 51.3684234003795,-0.0863456761462301 51.3973213217011,-0.040164538312217 51.3973213217011,-0.040164538312217 51.3684234003795,-0.0863456761462301 51.3684234003795))"
1363,Minster-in-Thanet Library,"4a Monkton Road, Minster, Ramsgate",CT12 4EA,"POLYGON((1.29020001056456 51.3201380958508,1.29020001056456 51.3490617466595,1.33637332581332 51.3490617466595,1.33637332581332 51.3201380958508,1.29020001056456 51.3201380958508))"
1366,Newington Library,"Marlowe Academy, Marlowe Way, Ramsgate",CT12 6FA,"POLYGON((1.36943191858872 51.3357404803616,1.36943191858872 51.3646652051628,1.41562275286519 51.3646652051628,1.41562275286519 51.3357404803616,1.36943191858872 51.3357404803616))"
1376,Sandwich Library,"13 Market Street, Sandwich",CT13 9DA,"POLYGON((1.31679211572046 51.2608515489115,1.31679211572046 51.2897758862986,1.36290660463864 51.2897758862986,1.36290660463864 51.2608515489115,1.31679211572046 51.2608515489115))"
1329,Deal Library,"Broad Street, Deal",CT14 6ER,"POLYGON((1.38048444216921 51.2085700708271,1.38048444216921 51.2374955825971,1.4265481283755 51.2374955825971,1.4265481283755 51.2085700708271,1.38048444216921 51.2085700708271))"
1388,St. Margaret's-at-Cliffe Library,"Community Centre, 16 Kingsdown Road, St Margarets at Cliffe",CT15 6BB,"POLYGON((1.35713162098378 51.1461375154031,1.35713162098378 51.1750630057198,1.40313257640052 51.1750630057198,1.40313257640052 51.1461375154031,1.35713162098378 51.1461375154031))"
678,Woodville,"1 Hartshorne Road, Woodville, Swadlincote, Derbyshire",DE11 7JB,"POLYGON((-1.55735424943059 52.7558448394595,-1.55735424943059 52.7847644676776,-1.50967177924499 52.7847644676776,-1.50967177924499 52.7558448394595,-1.55735424943059 52.7558448394595))"
677,Wirksworth,"Town Hall, Wirksworth, Matlock, Derbyshire",DE4 4EU,"POLYGON((-1.59708054374731 53.0681401713588,-1.59708054374731 53.0970587753415,-1.54905286046293 53.0970587753415,-1.54905286046293 53.0681401713588,-1.59708054374731 53.0681401713588))"
1330,Dover Library,"Dover Discovery Centre, Market Square, Dover",CT16 1PH,"POLYGON((1.28934917257572 51.1102994793718,1.28934917257572 51.1392241586217,1.33531295032262 51.1392241586217,1.33531295032262 51.1102994793718,1.28934917257572 51.1102994793718))"
1355,Lyminge Library,"Station Road, Lyminge",CT18 8HS,"POLYGON((1.06931652520218 51.1129497111038,1.06931652520218 51.141870887406,1.1152773857577 51.141870887406,1.1152773857577 51.1129497111038,1.06931652520218 51.1129497111038))"
1322,Cheriton Library,"64 Cheriton High Street, Folkestone",CT19 4HB,"POLYGON((1.11939787360264 51.073843896472,1.11939787360264 51.1027660987649,1.16532128681331 51.1027660987649,1.16532128681331 51.073843896472,1.11939787360264 51.073843896472))"
1411,Wood Avenue Library,"Wood Avenue, Folkestone",CT19 6HG,"POLYGON((1.16172885758179 51.0748648851599,1.16172885758179 51.103787768255,1.20765437131072 51.103787768255,1.20765437131072 51.0748648851599,1.16172885758179 51.0748648851599))"
1336,Folkestone Library,"2 Grace Hill, Folkestone",CT20 1HD,"POLYGON((1.15804442172225 51.0673286194966,1.15804442172225 51.0962514809467,1.20396237953569 51.0962514809467,1.20396237953569 51.0673286194966,1.15804442172225 51.0673286194966))"
1375,Sandgate Library,"Sandgate High Street, Sandgate",CT20 3RR,"POLYGON((1.126046114343 51.0595518542222,1.126046114343 51.0884742362516,1.17195555275188 51.0884742362516,1.17195555275188 51.0595518542222,1.126046114343 51.0595518542222))"
1392,Sturry Library,"Chafy Crescent, Sturry",CT2 0BA,"POLYGON((1.09950821396618 51.2849703245382,1.09950821396618 51.3138911516616,1.14564145465587 51.3138911516616,1.14564145465587 51.2849703245382,1.09950821396618 51.2849703245382))"
1347,Hythe Library,"1 Stade Street, Hythe",CT21 6BQ,"POLYGON((1.05977993275034 51.0549608696044,1.05977993275034 51.0838821728884,1.10568308015662 51.0838821728884,1.10568308015662 51.0549608696044,1.05977993275034 51.0549608696044))"
1309,Ash Library,"Ash Village Hall, 10 Queens Road, Ash",CT3 2BG,"POLYGON((1.25747197221035 51.2654181070171,1.25747197221035 51.2943415373953,1.30358962277938 51.2943415373953,1.30358962277938 51.2654181070171,1.25747197221035 51.2654181070171))"
1313,Aylesham Library,"Aylesham Community Centre, Ackholt Road, Aylesham",CT3 3AJ,"POLYGON((1.18635442562693 51.2112009785029,1.18635442562693 51.2401235766347,1.23241611712227 51.2401235766347,1.23241611712227 51.2112009785029,1.18635442562693 51.2112009785029))"
1395,Swalecliffe Library,"78 Herne Bay Road, Whitstable",CT5 2LX,"POLYGON((1.04285488404547 51.3463899945511,1.04285488404547 51.3753095648211,1.0890482776075 51.3753095648211,1.0890482776075 51.3463899945511,1.04285488404547 51.3463899945511))"
1343,Herne Bay Library,"124 High Street, Herne Bay",CT6 5JY,"POLYGON((1.10405243481383 51.3567154070728,1.10405243481383 51.3856359538207,1.15025786012314 51.3856359538207,1.15025786012314 51.3567154070728,1.10405243481383 51.3567154070728))"
1315,Birchington Library,"Alpha Road, Birchington",CT7 9EG,"POLYGON((1.28228302555617 51.362844815616,1.28228302555617 51.3917681366644,1.32849910436141 51.3917681366644,1.32849910436141 51.362844815616,1.28228302555617 51.362844815616))"
1409,Westgate Library,"Minster Road, Westgate-on-Sea",CT8 8BP,"POLYGON((1.31607010270104 51.3637925839502,1.31607010270104 51.3927164003913,1.3622879352757 51.3927164003913,1.3622879352757 51.3637925839502,1.31607010270104 51.3637925839502))"
1359,Margate Library,"Thanet Gateway Plus, Cecil Street, Margate",CT9 1RE,"POLYGON((1.35905113522793 51.3730824648419,1.35905113522793 51.4020068568623,1.40527931956588 51.4020068568623,1.40527931956588 51.3730824648419,1.35905113522793 51.3730824648419))"
1323,Cliftonville Library,"Queen Elizabeth Avenue, Margate",CT9 3JX,"POLYGON((1.39488516834865 51.3697027106209,1.39488516834865 51.3986276251892,1.44111075609879 51.3986276251892,1.44111075609879 51.3697027106209,1.39488516834865 51.3697027106209))"
3024,Hartshill Community Library,"Holy Trinity Church, Church Road, Hartshill, Warwickshire",CV10 0LY,"POLYGON((-1.5430549390002 52.5284724711771,-1.5430549390002 52.5573930312184,-1.49561951839251 52.5573930312184,-1.49561951839251 52.5284724711771,-1.5430549390002 52.5284724711771))"
3037,Stockingford Library and Information Centre,"St Paul's Road, Stockingford, Nuneaton",CV10 8HW,"POLYGON((-1.52856190988134 52.5048951105102,-1.52856190988134 52.5338155963951,-1.4811521980383 52.5338155963951,-1.4811521980383 52.5048951105102,-1.52856190988134 52.5048951105102))"
3019,Camp Hill Library,"New Community Centre, Cedar Road, Nuneaton",CV10 9EB,"POLYGON((-1.53077382503056 52.518614035633,-1.53077382503056 52.5475344831448,-1.48334929212411 52.5475344831448,-1.48334929212411 52.518614035633,-1.53077382503056 52.518614035633))"
3032,Nuneaton Library and Information Centre,"Church Street, Nuneaton",CV11 4DR,"POLYGON((-1.48770569894841 52.5077471339467,-1.48770569894841 52.5366670596752,-1.44029381249592 52.5366670596752,-1.44029381249592 52.5077471339467,-1.48770569894841 52.5077471339467))"
526,Coventry Central Library,Smithford Way,CV1 1FY,"POLYGON((-1.53688191969498 52.3946663745796,-1.53688191969498 52.4235875126891,-1.48959029645849 52.4235875126891,-1.48959029645849 52.3946663745796,-1.53688191969498 52.3946663745796))"
3015,Bedworth Library and Information Centre,"18 High Street, Bedworth",CV12 8NF,"POLYGON((-1.49549667995119 52.4644681471315,-1.49549667995119 52.4933883911926,-1.44813115479693 52.4933883911926,-1.44813115479693 52.4644681471315,-1.49549667995119 52.4644681471315))"
3014,Bedworth Heath,,CV12 8NF,"POLYGON((-1.49549667995119 52.4644681471315,-1.49549667995119 52.4933883911926,-1.44813115479693 52.4933883911926,-1.44813115479693 52.4644681471315,-1.49549667995119 52.4644681471315))"
3018,Bulkington Community Library,"School Road, Bulkington, Nuneaton",CV12 9JB,"POLYGON((-1.44682044639589 52.4619937506437,-1.44682044639589 52.4909133403735,-1.39945867006475 52.4909133403735,-1.39945867006475 52.4619937506437,-1.44682044639589 52.4619937506437))"
1661,Market Bosworth,"Station Road, Market Bosworth, Nuneaton",CV13 0NP,"POLYGON((-1.43487492097048 52.6105482207248,-1.43487492097048 52.6394669127143,-1.38735322161882 52.6394669127143,-1.38735322161882 52.6105482207248,-1.43487492097048 52.6105482207248))"
3034,Rugby Library and Information Centre,"Little Elborow Street, Rugby",CV21 3BZ,"POLYGON((-1.28809922159199 52.3571968724722,-1.28809922159199 52.386114660026,-1.24085340386779 52.386114660026,-1.24085340386779 52.3571968724722,-1.28809922159199 52.3571968724722))"
3022,Dunchurch Community Library,"The Green, Dunchurch, Rugby",CV22 6PA,"POLYGON((-1.31594943302403 52.322897759427,-1.31594943302403 52.3518161389411,-1.26873948393483 52.3518161389411,-1.26873948393483 52.322897759427,-1.31594943302403 52.322897759427))"
532,Stoke,"Kingsway, Stoke",CV2 4EA,"POLYGON((-1.51097348498179 52.395177424214,-1.51097348498179 52.4240982171034,-1.46368187576754 52.4240982171034,-1.46368187576754 52.395177424214,-1.51097348498179 52.395177424214))"
732,Bawtry Community Library,"Doncaster Road , Bawtry",DN10 6NE,"POLYGON((-1.04562526666087 53.4174163241261,-1.04562526666087 53.4463249415359,-0.997218619465613 53.4463249415359,-0.997218619465613 53.4174163241261,-1.04562526666087 53.4174163241261))"
743,Intake Community Library,"Montrose Avenue , Intake",DN2 6PL,"POLYGON((-1.12132927760997 53.5162137259998,-1.12132927760997 53.5451231571129,-1.07280786928219 53.5451231571129,-1.07280786928219 53.5162137259998,-1.12132927760997 53.5162137259998))"
3043,Whitnash Library and One Stop Shop,"Franklin Road, Whitnash, Leamington Spa",CV31 2JH,"POLYGON((-1.5529314695736 52.2537730315582,-1.5529314695736 52.2826950736123,-1.50578956188375 52.2826950736123,-1.50578956188375 52.2537730315582,-1.5529314695736 52.2537730315582))"
3030,Leamington Spa Library and Information Centre,"Royal Pump Rooms, Parade, Leamington Spa",CV32 4AA,"POLYGON((-1.55799048621726 52.2726008449806,-1.55799048621726 52.3015228596705,-1.51082849098202 52.3015228596705,-1.51082849098202 52.2726008449806,-1.55799048621726 52.2726008449806))"
3031,Lillington Library and One Stop Shop,"Valley Road, Lillington, Leamington",CV32 7SJ,"POLYGON((-1.54082486232007 52.2880493756466,-1.54082486232007 52.3169710909453,-1.49364682027413 52.3169710909453,-1.49364682027413 52.2880493756466,-1.54082486232007 52.2880493756466))"
3017,Binley Woods,,CV3 2BQ,"POLYGON((-1.44801231929382 52.3784271873753,-1.44801231929382 52.4073472053164,-1.40074001729365 52.4073472053164,-1.40074001729365 52.3784271873753,-1.44801231929382 52.3784271873753))"
3023,Harbury Community Library,"High Street, Harbury, Leamington Spa",CV33 9HW,"POLYGON((-1.47893111140177 52.2222408617089,-1.47893111140177 52.2511620753049,-1.43182422060072 52.2511620753049,-1.43182422060072 52.2222408617089,-1.47893111140177 52.2222408617089))"
534,Willenhall,"106 Remembrance Road, Willenhall",CV3 3DP,"POLYGON((-1.48676529180443 52.3745276303029,-1.48676529180443 52.4034481993821,-1.43949628588904 52.4034481993821,-1.43949628588904 52.3745276303029,-1.48676529180443 52.3745276303029))"
3040,Warwick Library and Information Centre,"Warwick Library & Information Centre, Shire Hall, Warwick",CV34 4RL,"POLYGON((-1.61326826048081 52.2682652412867,-1.61326826048081 52.2971879784599,-1.56610972478132 52.2971879784599,-1.56610972478132 52.2682652412867,-1.61326826048081 52.2682652412867))"
3028,Kineton Community Library,"Kineton Village Hall, Mill Street, Kineton",CV35 0LB,"POLYGON((-1.53193496982965 52.142035237149,-1.53193496982965 52.1709575564136,-1.48491163516001 52.1709575564136,-1.48491163516001 52.142035237149,-1.53193496982965 52.142035237149))"
3042,Wellesbourne Library and Information Centre,"Kineton Road, Wellesbourne, Warwick",CV35 9NF,"POLYGON((-1.61360307121975 52.1807899083949,-1.61360307121975 52.2097130813763,-1.56653715272657 52.2097130813763,-1.56653715272657 52.1807899083949,-1.61360307121975 52.1807899083949))"
