OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E00041363,E01008163,189,1,2,2,2,2,0,1,1,1,1,3,1,3,2,3,0,1,2,0,3,3,0,1,1,2,1,1,5,2,3,8,2,3,2,3,4,4,2,1,0,1,2,0,1,2,2,1,2,4,3,2,0,0,1,3,3,7,1,1,0,3,4,1,5,0,5,6,3,2,4,2,2,1,6,4,6,2,4,1,5,3,2,0,0,0,0,2,0,0,1,0
E00041364,E01008163,590,8,11,8,8,13,9,9,9,8,5,9,5,5,7,0,18,35,113,36,20,9,6,3,7,9,10,13,7,6,4,5,7,7,4,3,5,10,6,1,3,4,6,9,8,7,2,2,7,4,1,3,0,8,3,2,3,2,8,6,5,4,1,3,7,2,1,2,2,4,1,3,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
E00041371,E01008163,405,6,2,2,3,4,3,6,3,4,1,8,7,4,4,5,3,4,5,2,0,5,4,4,7,3,4,6,4,4,7,1,4,4,7,5,5,4,3,4,4,4,2,3,5,6,3,1,4,2,6,10,10,6,4,1,4,11,11,2,3,5,4,3,4,2,6,3,4,7,7,6,6,9,2,0,5,8,3,2,1,4,5,4,4,5,2,4,3,1,4,19
E00041384,E01008163,307,6,2,6,3,3,6,3,3,1,0,0,4,0,2,2,3,3,5,2,3,1,5,3,5,4,4,7,4,6,4,9,7,7,4,4,4,6,5,1,1,5,3,1,3,6,5,5,4,3,7,8,11,6,3,4,10,1,3,6,6,2,3,0,2,0,2,3,3,3,6,1,2,0,2,4,3,1,2,3,2,1,3,1,2,2,1,0,0,0,0,5
E00166182,E01008163,490,7,13,22,12,9,21,14,18,17,13,17,21,18,25,13,21,13,8,11,6,10,4,2,5,3,2,7,4,7,1,4,2,6,3,4,6,12,5,10,8,6,8,8,3,7,3,2,1,2,1,2,4,1,3,2,4,2,2,2,3,2,3,0,1,3,1,2,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
E00166211,E01008163,264,6,10,7,10,5,9,6,12,9,7,9,8,5,6,5,5,2,0,0,3,1,3,3,4,5,5,6,1,4,4,5,3,2,5,3,5,6,3,8,10,3,1,0,3,0,2,0,2,3,4,3,1,1,3,3,1,0,2,0,4,1,2,3,0,1,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
E00041366,E01008164,225,5,3,3,2,3,2,0,4,1,0,1,1,2,0,1,2,1,2,2,1,1,4,4,3,4,18,8,13,7,3,5,5,5,5,5,5,2,5,0,0,6,4,4,3,3,3,3,1,2,2,5,2,4,1,2,2,0,5,2,0,3,2,2,3,2,3,1,1,1,1,4,2,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
E00041385,E01008164,220,0,3,1,1,2,1,1,2,0,0,0,0,0,3,1,0,2,1,1,0,1,3,3,2,7,4,7,4,9,8,5,6,7,5,5,4,4,4,2,4,3,2,2,3,3,5,3,4,4,7,4,3,4,7,2,0,2,2,2,1,3,2,3,1,0,0,3,0,1,2,2,0,1,0,4,1,1,0,1,1,3,0,1,2,3,5,0,1,1,0,2
E00041389,E01008164,202,3,3,4,2,1,3,3,1,1,2,4,3,0,2,0,0,0,1,0,0,7,0,5,5,3,2,7,8,3,5,3,2,4,3,1,2,5,4,2,1,9,4,4,2,3,3,1,4,2,4,1,1,2,0,1,4,2,1,3,5,2,3,4,2,4,2,2,5,6,1,2,1,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
E00041390,E01008164,359,6,3,1,4,3,5,3,6,5,4,1,4,4,4,3,1,4,5,5,3,5,5,5,7,6,6,4,7,6,5,5,6,9,4,8,4,2,4,3,8,2,1,2,6,8,4,2,7,4,9,3,1,6,3,4,3,4,6,2,1,4,1,2,3,6,2,0,3,3,4,1,4,4,3,4,2,2,2,0,3,4,3,3,1,5,3,2,4,2,1,17
E00166179,E01008164,508,13,16,8,15,8,6,6,8,5,9,7,2,6,3,8,5,1,6,2,4,3,6,7,5,9,9,14,17,18,25,18,15,19,12,15,8,9,8,7,9,11,8,5,7,5,7,5,3,4,4,4,6,5,3,4,3,3,1,1,4,0,1,3,1,5,2,3,4,4,1,1,2,1,1,2,2,3,0,3,1,2,0,0,0,0,1,0,0,0,0,1
E00041367,E01008165,240,3,4,2,1,0,2,3,1,1,0,5,2,2,0,1,2,1,3,1,0,3,0,2,5,1,4,5,4,3,6,6,2,3,8,3,7,1,4,2,4,3,1,1,4,0,3,6,3,2,1,5,0,6,7,3,3,5,5,5,6,0,2,3,1,10,6,3,4,6,1,1,4,2,2,2,5,1,2,3,2,2,0,0,0,0,0,1,0,0,0,1
E00041368,E01008165,299,7,7,3,5,4,7,8,8,2,5,1,1,4,1,5,6,2,3,6,0,3,1,4,8,6,4,8,3,5,3,3,5,9,3,2,2,6,4,5,4,0,2,1,3,3,5,0,6,5,1,2,2,1,9,8,4,6,2,3,6,4,1,3,3,5,4,3,3,0,6,3,2,1,3,1,1,1,0,1,1,4,0,0,1,0,1,0,1,1,1,2
E00041369,E01008165,401,9,5,5,9,10,8,10,5,4,5,3,3,0,8,8,6,3,6,11,6,3,8,9,3,8,7,8,5,6,3,9,9,7,7,9,6,7,3,5,5,0,5,8,3,4,4,3,3,5,6,6,3,8,2,2,6,8,4,4,4,5,4,2,4,1,3,5,3,8,1,3,3,3,1,0,4,1,2,0,1,1,2,0,0,1,0,0,0,1,0,3
E00041372,E01008165,259,3,6,5,6,8,11,6,10,2,5,4,5,7,3,4,1,6,6,3,1,4,4,2,7,2,4,1,5,2,1,3,2,7,3,5,7,6,4,2,1,2,3,0,4,2,5,2,5,2,2,3,0,3,4,2,5,1,3,4,2,3,2,0,1,1,2,0,3,3,1,2,2,1,3,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1
E00041388,E01008165,322,8,5,9,6,3,3,7,7,3,1,2,3,3,6,2,5,4,3,4,3,7,3,4,5,7,3,6,4,3,3,2,6,1,9,9,2,12,7,4,2,4,3,2,4,8,2,3,4,11,6,4,3,5,7,9,5,4,1,3,4,5,1,2,3,2,3,2,5,3,1,0,0,2,2,1,2,1,1,0,1,2,0,0,1,1,0,2,0,0,0,1
E00041370,E01008166,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00041374,E01008166,39,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,2,2,0,0,0,1,2,0,2,2,1,0,0,1,0,0,4,2,4,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00041375,E01008166,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00041376,E01008166,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00041377,E01008166,193,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,6,1,0,2,0,2,3,1,4,3,0,0,2,0,1,0,0,2,2,1,3,1,5,3,0,3,3,6,4,2,9,3,6,2,11,3,3,1,3,3,7,3,4,9,6,4,6,4,2,2,1,1,3,7,3,4,2,1,1,0,1,3,0,0,2,2,2
E00041380,E01008166,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,1,10,1,4,4,4,5,4,0,8,0,1,3,3,2,2,5,1,0,3,3,0,3,0,2,0,4,3,1,2,0,0,2,1,3,4,0,0,1,0,0,1,2,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
E00166177,E01008166,140,0,1,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,2,2,2,1,5,7,11,5,5,13,13,6,3,3,1,8,5,2,3,3,0,2,2,0,1,2,1,1,0,1,1,0,1,0,1,3,0,0,0,1,2,0,3,4,0,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
E00166180,E01008166,983,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,45,183,300,114,65,46,34,16,10,16,17,6,8,4,5,3,0,2,2,0,4,3,0,2,1,1,2,1,3,4,0,1,0,2,5,6,2,4,2,1,0,2,3,5,2,4,0,2,6,1,2,4,4,4,0,0,0,1,0,2,0,3,1,2,0,2,1,1,0,0,0,0,0
E00166203,E01008166,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,5,9,4,6,6,1,3,6,2,2,4,2,1,1,1,0,0,2,0,3,2,1,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
E00166205,E01008166,161,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,7,8,16,13,10,11,18,7,9,8,7,5,3,2,3,3,0,0,1,0,1,2,2,0,0,1,1,1,0,1,0,1,2,2,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166206,E01008166,149,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,8,0,10,9,4,6,8,5,5,10,5,1,2,6,4,1,1,1,1,0,1,2,1,0,0,0,0,0,2,0,1,0,1,1,0,2,3,0,2,2,0,1,1,2,1,0,2,4,1,1,1,4,2,0,1,2,0,1,2,0,0,0,0,0,0,2,1,1,1
E00041394,E01008167,370,2,6,2,2,2,2,3,8,1,3,0,2,1,2,3,3,2,3,10,5,11,5,4,11,12,7,7,7,7,9,9,8,7,5,5,7,8,7,6,7,9,5,0,7,5,7,8,6,11,7,2,5,4,2,7,3,6,1,6,2,4,4,3,3,4,5,0,2,4,2,6,3,1,2,3,0,0,1,1,2,0,1,0,2,0,3,0,0,0,0,0
E00041397,E01008167,294,2,1,4,3,7,2,5,4,0,8,3,2,6,2,3,0,4,13,5,1,6,3,4,0,2,2,2,2,4,4,4,4,1,3,4,2,4,2,4,3,3,7,0,7,5,4,6,3,1,12,3,5,6,2,0,3,4,6,4,4,4,2,3,0,5,7,4,1,4,5,5,3,3,3,2,1,1,1,3,1,2,1,3,1,2,1,2,1,0,1,2
E00041400,E01008167,334,3,3,6,5,3,5,4,2,5,2,5,2,1,1,1,1,1,3,4,6,3,3,4,7,7,7,2,2,5,8,7,5,6,5,4,6,2,6,6,4,3,6,5,6,7,4,5,4,2,1,6,3,3,3,3,0,8,1,1,1,4,4,4,4,4,4,1,3,3,3,2,2,3,0,4,3,8,1,1,2,3,1,3,1,2,5,4,5,5,4,7
E00041402,E01008167,374,2,4,8,10,7,13,3,7,4,9,2,4,3,3,7,7,8,5,1,3,4,6,8,4,5,8,6,7,6,6,9,2,9,6,11,8,5,2,4,4,5,2,3,5,5,2,9,9,5,7,4,2,6,2,5,3,1,5,4,1,2,5,1,0,9,2,2,3,1,5,2,3,1,2,2,2,2,1,3,1,1,3,1,0,0,2,1,0,0,0,2
E00041415,E01008167,263,0,2,1,1,3,1,2,2,5,1,1,1,1,0,1,1,8,3,2,1,3,2,5,6,7,6,6,10,5,5,5,6,6,2,8,7,4,5,5,3,4,4,5,5,2,3,3,3,3,4,7,5,7,1,2,4,4,3,7,5,4,1,2,2,3,1,3,1,1,1,2,2,2,0,1,1,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0
E00041395,E01008168,731,5,6,6,10,5,10,3,8,10,6,1,5,5,2,3,3,8,64,118,58,56,16,21,10,17,10,19,16,3,8,10,9,7,5,9,7,8,4,2,1,9,4,6,2,4,2,2,5,5,2,3,3,2,6,9,5,3,5,6,4,7,1,1,1,3,8,1,8,5,4,1,2,2,1,3,0,1,2,1,4,1,2,3,2,3,1,0,1,0,0,1
E00041410,E01008168,251,0,3,0,4,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,2,3,3,4,6,8,15,1,6,6,6,5,3,7,2,1,5,2,2,1,3,1,0,2,3,8,3,4,4,2,7,6,4,3,5,3,6,5,4,6,2,6,7,8,6,5,6,3,2,3,3,0,1,3,2,2,1,1,2,1,0,0,1,1,0,1,1,0,0,2,0
E00041411,E01008168,143,1,4,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,3,0,6,2,1,6,4,4,6,0,6,1,2,2,1,2,2,1,1,2,0,0,0,1,3,3,2,1,2,3,2,1,4,0,1,1,1,1,3,3,0,0,1,4,2,2,3,0,3,5,2,3,1,0,1,2,2,1,4,1,1,1,1,1,1,0,0,1
E00041413,E01008168,223,2,1,1,2,3,1,4,6,4,3,0,1,0,1,2,2,1,1,0,1,1,7,0,0,7,0,0,11,5,6,2,3,4,2,2,4,6,9,5,1,4,4,2,1,1,9,4,4,0,0,3,2,4,4,3,2,2,5,1,5,3,5,3,3,3,2,0,3,3,2,0,3,1,1,2,3,0,3,1,1,1,1,2,0,0,3,1,1,0,0,1
E00041414,E01008168,222,10,2,6,5,6,5,5,2,6,4,2,1,2,0,0,1,1,1,2,1,2,1,5,2,5,5,5,10,7,9,4,11,3,1,6,2,3,0,3,5,4,4,0,3,2,1,2,1,2,4,3,1,2,2,3,2,2,2,4,2,1,2,2,1,0,1,3,0,3,1,0,1,0,1,0,0,0,3,0,2,0,0,0,1,2,0,0,1,0,0,0
E00166192,E01008168,213,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,5,14,23,22,18,11,15,9,9,7,6,4,1,3,3,3,3,1,3,1,4,1,1,2,0,1,2,1,0,2,0,0,0,1,2,0,0,3,2,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166193,E01008168,341,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,9,12,32,26,37,25,39,38,24,16,7,6,5,5,4,6,5,2,3,1,2,4,3,1,0,0,0,3,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166196,E01008168,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,15,18,25,22,19,23,13,8,13,13,6,9,4,5,3,2,5,2,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166198,E01008168,161,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,9,12,21,23,6,5,5,14,10,4,4,1,1,5,2,2,3,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166200,E01008168,199,3,2,2,1,0,1,0,0,0,4,1,0,0,1,2,1,1,0,0,1,1,2,4,0,8,6,9,4,8,1,9,2,7,7,7,5,1,5,3,0,1,1,7,5,5,8,2,1,3,3,1,6,3,4,3,4,1,3,6,2,3,0,2,0,2,0,0,1,0,1,0,2,2,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2
E00041401,E01008169,255,2,6,3,5,3,1,4,2,6,7,10,4,4,3,2,6,5,2,6,1,0,2,2,0,4,3,11,3,8,7,9,6,4,1,6,11,5,2,4,5,2,3,2,5,5,2,2,2,2,0,1,1,2,1,3,2,3,3,7,4,3,3,0,2,2,0,2,1,1,2,1,1,1,1,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1
E00166201,E01008169,469,6,14,9,9,10,12,15,11,10,16,14,7,13,10,18,13,14,13,9,15,7,3,7,3,8,6,6,2,4,3,1,4,2,2,2,5,1,3,8,3,5,7,8,5,12,4,4,2,4,4,3,4,7,2,6,3,6,3,2,5,3,3,5,7,3,4,2,6,1,5,3,2,1,0,3,0,1,1,1,0,0,0,0,2,0,1,0,0,0,0,1
E00166208,E01008169,504,15,12,12,8,12,14,14,16,14,14,13,12,10,10,13,12,11,12,18,12,7,4,6,8,3,9,5,6,6,8,10,5,6,9,4,3,6,4,4,3,4,5,4,8,1,4,1,4,5,5,3,3,1,5,2,4,2,7,6,6,2,3,7,5,1,1,2,3,4,4,4,4,2,1,1,2,0,1,0,0,0,0,2,1,0,0,1,2,0,0,1
E00166209,E01008169,235,5,14,8,6,12,15,9,13,3,7,6,9,3,4,7,4,6,4,7,3,6,2,3,5,1,2,2,2,7,5,6,4,2,2,2,0,1,1,0,1,3,0,2,2,1,1,1,1,1,2,4,1,2,2,2,1,0,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
E00166213,E01008169,193,2,3,4,3,4,6,2,3,4,7,3,4,3,5,5,0,8,4,3,6,3,2,1,4,5,2,2,2,4,2,3,3,3,4,1,5,3,0,0,2,4,2,0,0,2,0,1,1,2,2,1,3,1,2,1,3,5,0,3,4,1,3,5,1,4,1,1,3,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
E00041399,E01008170,276,0,3,3,4,1,0,1,1,2,0,3,6,3,0,0,3,3,1,5,2,4,7,4,2,10,4,6,4,5,4,2,6,4,4,3,5,10,0,2,4,5,6,2,4,6,2,5,10,5,4,0,7,6,6,6,4,1,0,3,2,2,4,5,0,1,1,4,2,3,3,9,4,2,1,2,3,2,4,1,2,2,0,1,0,1,0,0,1,0,0,1
E00041404,E01008170,372,4,3,5,3,3,0,3,1,2,4,2,3,5,6,5,4,6,6,12,7,9,5,3,8,6,7,5,7,6,11,7,4,5,2,2,4,7,2,3,3,5,4,3,2,5,6,4,6,6,8,8,12,5,12,2,12,4,5,9,6,1,4,4,5,5,3,7,3,2,7,3,2,0,2,2,2,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0
E00041405,E01008170,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,2,3,2,4,2,5,5,4,3,2,3,5,3,2,3,4,3,2,4,1,3,5,7,2,2,6,2,3,3,2,5,3,4,2,7,2,4,2,0,1,2,0,0,4
E00041406,E01008170,322,3,6,6,11,6,5,4,4,4,3,7,3,6,3,3,1,3,0,7,2,3,5,8,7,7,11,5,8,12,12,7,6,7,5,9,2,8,9,4,7,9,2,4,9,4,5,1,2,2,1,5,4,4,5,1,5,3,2,0,4,4,3,1,2,3,0,1,0,1,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
E00041409,E01008170,284,6,6,4,1,3,1,1,3,1,3,2,2,5,4,1,2,3,2,6,4,8,3,0,2,4,7,7,9,4,7,2,7,10,4,4,4,1,9,6,2,5,2,3,4,5,7,5,3,1,6,3,0,4,3,3,1,3,2,3,4,4,5,0,3,3,5,2,2,1,5,1,4,1,1,0,0,0,3,1,1,1,2,2,0,3,1,1,1,0,1,3
E00166170,E01008170,123,4,2,1,1,0,2,1,0,2,0,3,0,2,0,1,2,0,2,1,3,0,2,3,0,2,2,1,4,3,2,3,1,2,1,2,0,2,1,1,0,1,5,0,3,3,1,2,0,3,4,3,0,3,2,5,0,3,0,5,2,1,1,0,0,0,1,3,0,1,1,3,1,1,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,0
E00166190,E01008170,272,8,7,3,1,2,3,2,2,2,2,0,1,0,2,1,0,2,3,4,2,3,6,4,7,8,4,11,9,12,6,6,6,3,10,4,11,5,2,5,7,3,5,4,5,2,1,0,0,5,5,2,3,1,2,3,1,4,0,3,0,3,4,2,3,2,3,2,4,2,2,3,0,1,1,4,0,1,0,1,3,1,1,0,0,0,0,0,0,0,0,4
E00166195,E01008170,158,1,1,1,4,1,1,1,1,1,0,1,1,0,0,0,0,2,1,0,1,1,1,4,4,2,6,6,5,6,9,5,6,3,6,5,4,4,4,4,4,1,1,5,1,2,2,3,2,2,3,1,0,2,2,3,0,2,1,0,5,1,2,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
E00041393,E01008171,304,6,7,2,7,2,7,8,2,0,5,3,1,2,2,3,0,4,2,2,3,4,3,8,8,8,2,6,9,5,3,6,15,9,7,8,4,7,4,3,4,6,4,5,5,4,5,1,3,2,2,3,2,3,6,1,5,2,4,6,4,3,2,2,1,5,1,7,1,3,2,1,1,0,1,1,2,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0
E00041407,E01008171,317,7,7,2,8,10,6,7,4,5,9,4,2,4,3,4,2,1,3,3,2,10,6,7,6,12,9,9,5,5,7,6,11,4,9,5,7,2,3,1,4,5,3,4,1,3,3,3,0,1,3,2,3,1,3,3,3,1,5,2,2,1,4,2,0,4,2,4,2,5,4,1,2,1,0,1,1,0,1,2,0,2,0,1,0,0,1,0,2,1,0,1
E00041408,E01008171,250,1,6,2,6,10,4,1,7,5,0,1,1,2,4,1,2,2,0,2,0,7,2,4,3,5,7,2,7,7,3,3,4,5,4,6,4,3,4,3,6,3,2,4,3,5,4,1,2,5,3,2,5,9,1,4,5,4,5,4,4,1,2,0,1,2,2,0,0,2,2,1,1,1,0,2,0,0,1,0,1,2,1,2,0,3,2,0,0,0,0,0
E00166183,E01008171,776,9,10,9,3,11,5,3,3,4,3,1,4,3,2,2,1,4,23,86,137,110,93,55,55,33,11,7,7,3,8,3,3,9,3,3,1,3,1,1,1,1,1,2,2,0,0,0,1,2,0,0,1,2,1,1,1,2,2,4,0,0,2,0,1,1,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,2,0
E00166185,E01008171,215,9,7,7,5,6,6,6,7,5,3,4,4,1,3,1,4,2,3,4,5,7,4,3,7,6,4,2,1,2,2,5,2,4,5,3,1,3,4,1,3,2,3,5,1,3,5,4,2,0,2,2,1,0,2,0,1,0,1,1,0,2,1,0,1,2,1,1,0,0,2,3,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
