OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E00042542,E01008381,282,1,1,4,4,3,3,10,5,1,1,2,3,3,1,3,4,2,8,2,3,4,2,4,2,1,2,5,5,3,4,3,2,4,2,5,5,1,5,4,5,7,7,5,3,2,2,4,7,3,1,4,6,4,4,6,8,4,5,1,2,4,2,5,4,8,5,5,3,2,3,2,3,5,2,0,1,1,2,4,0,0,0,1,0,0,2,0,0,0,1,0
E00042543,E01008381,378,3,4,1,4,5,3,3,2,5,4,3,2,1,0,1,4,2,1,5,2,2,3,3,4,4,11,6,5,7,3,5,2,1,2,2,6,5,7,3,1,5,3,4,4,6,5,3,5,11,5,2,8,6,12,11,3,6,5,6,9,4,4,4,3,5,6,6,7,10,7,2,1,6,8,3,4,1,5,4,2,4,3,6,1,0,3,1,1,2,2,7
E00042546,E01008381,261,3,2,0,2,5,2,3,3,3,3,2,1,2,1,4,5,3,2,3,0,4,2,4,4,2,1,2,3,3,3,0,5,4,2,2,3,2,5,5,4,5,6,5,6,0,2,2,5,4,6,5,2,8,4,3,8,4,5,1,5,2,1,5,4,9,8,2,5,3,8,3,2,3,1,3,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1
E00042516,E01008382,425,9,9,6,10,9,7,12,13,5,5,8,5,6,7,5,5,6,5,1,6,6,7,10,3,8,6,3,3,2,3,8,2,5,7,12,6,5,5,6,4,5,2,6,2,4,12,4,2,9,6,5,3,5,7,5,6,2,4,8,4,3,5,1,3,6,2,5,4,3,1,1,3,4,5,2,2,1,0,3,1,2,0,2,0,4,1,0,1,1,2,6
E00042521,E01008382,285,3,5,6,4,5,3,4,7,8,7,6,6,4,2,3,6,6,4,1,2,6,2,0,3,3,1,4,3,4,0,9,6,6,3,1,3,1,2,3,3,3,1,2,2,4,4,6,3,3,3,4,6,5,1,3,2,6,3,4,5,3,4,0,3,1,2,4,7,5,3,4,2,3,2,1,1,1,0,1,3,2,0,2,1,1,4,0,0,0,0,0
E00042525,E01008382,344,3,6,6,2,7,9,7,9,7,3,7,10,9,6,4,5,4,5,2,5,6,7,0,1,2,3,2,4,1,6,1,7,2,6,4,3,4,3,3,3,1,1,3,6,2,2,5,4,7,5,7,4,6,2,6,6,1,3,6,5,6,3,2,1,1,2,8,4,2,6,3,3,3,2,0,2,6,0,2,4,2,2,3,0,0,6,1,1,1,0,2
E00042545,E01008382,265,2,5,3,4,6,6,7,3,4,4,4,2,2,4,3,3,0,3,1,2,2,6,2,1,4,3,3,4,4,1,5,3,2,2,4,2,1,3,2,2,3,2,4,3,3,4,0,4,4,3,2,4,6,9,4,4,6,2,1,2,2,1,1,4,4,3,4,7,3,4,3,2,3,3,4,1,2,2,1,1,0,2,1,2,1,0,2,2,0,1,5
E00042523,E01008383,329,5,3,4,5,5,5,2,6,3,4,7,13,7,1,7,5,3,6,6,1,5,6,5,4,4,5,5,0,3,3,5,4,6,3,4,4,6,3,4,3,4,1,5,5,5,7,3,2,9,4,2,5,4,3,2,6,2,3,1,5,3,3,1,6,3,2,4,3,4,7,3,5,3,3,3,1,1,0,3,0,1,3,2,1,2,2,1,0,0,0,1
E00042524,E01008383,267,3,2,4,3,3,5,6,2,6,3,3,4,2,3,2,3,3,5,2,6,2,3,4,1,1,1,3,1,3,3,4,1,1,0,6,5,4,3,3,1,1,3,3,3,4,3,2,5,6,2,4,3,5,1,5,3,3,6,2,1,0,1,5,5,3,2,1,1,8,4,1,5,4,1,5,4,3,3,5,3,3,4,1,2,1,4,0,1,1,1,0
E00042526,E01008383,301,3,3,5,4,5,2,3,8,3,4,7,3,4,7,9,3,0,7,0,5,0,3,2,2,2,3,4,9,5,3,11,5,3,1,3,6,8,7,2,2,3,2,6,6,2,0,1,4,3,3,3,5,6,5,8,5,6,5,4,2,3,3,2,1,1,6,5,3,6,1,0,2,2,1,1,2,1,0,1,2,2,2,0,1,0,0,2,0,1,2,3
E00042527,E01008383,243,5,5,2,1,5,3,4,1,2,2,0,2,3,2,2,2,3,2,3,2,2,5,3,4,5,0,4,3,4,6,3,4,4,3,4,2,8,5,1,0,4,4,5,2,3,3,5,4,6,1,5,6,4,1,5,5,6,5,4,3,5,2,1,2,1,5,2,2,3,2,2,1,1,2,1,2,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1
E00042528,E01008383,305,4,6,3,2,5,6,5,3,7,3,6,4,6,4,8,9,2,7,3,9,4,5,3,3,7,2,3,2,5,3,4,2,4,6,4,4,3,3,3,2,6,5,4,3,7,6,2,8,0,5,3,5,6,6,4,4,2,3,1,1,0,3,2,2,3,5,2,0,0,3,1,3,1,4,0,3,0,2,2,4,1,2,0,2,2,1,1,0,0,1,0
E00042519,E01008384,334,7,4,3,4,4,3,7,5,3,5,5,5,4,4,5,4,6,10,10,2,5,5,4,5,6,6,6,8,7,1,6,3,7,4,5,4,5,3,3,6,7,5,3,5,8,7,2,3,5,6,3,3,3,7,2,4,5,4,5,4,6,5,3,2,3,0,4,1,4,7,3,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
E00042539,E01008384,229,2,1,1,2,1,0,0,2,0,1,2,1,2,2,3,3,0,1,2,1,2,2,0,2,2,1,3,6,1,3,1,0,3,2,3,2,2,2,4,1,1,3,3,4,6,3,0,4,4,6,7,2,4,3,1,2,3,6,2,3,4,5,3,2,7,6,6,4,3,1,8,8,5,3,6,1,2,0,1,0,0,0,1,2,1,0,4,0,7,0,3
E00042540,E01008384,263,1,2,3,2,3,3,2,4,1,2,1,1,0,2,5,0,5,1,7,1,3,0,0,3,2,4,1,1,2,5,6,0,5,2,3,3,5,4,3,7,2,5,4,2,4,3,1,4,4,1,7,4,4,1,0,2,2,4,7,1,6,2,2,1,2,2,8,5,1,5,3,2,5,5,2,3,3,7,4,3,1,5,1,1,1,4,3,1,1,2,5
E00042541,E01008384,273,2,2,4,2,3,4,2,6,1,4,4,1,4,5,3,6,4,3,2,3,4,3,2,3,4,5,0,2,3,1,2,4,2,1,2,1,9,5,3,4,7,5,0,5,3,2,1,3,4,4,3,2,6,3,2,8,6,7,1,2,1,4,4,0,0,3,2,5,4,4,3,3,6,3,6,4,3,2,3,2,2,2,2,1,1,0,0,1,0,2,1
E00042544,E01008384,293,4,4,2,4,1,5,0,7,5,4,3,5,7,2,3,8,4,4,5,4,2,1,5,5,1,5,1,2,2,3,6,4,4,1,1,2,4,3,4,2,1,4,4,6,5,4,3,4,4,1,3,2,5,5,6,2,5,5,4,5,2,2,3,3,3,2,2,0,2,3,4,7,4,1,6,0,2,2,4,0,2,1,2,1,1,4,5,0,0,5,3
E00042530,E01008385,316,6,2,9,5,5,5,9,8,7,6,2,3,2,4,4,7,1,4,0,4,3,5,3,11,6,4,6,5,7,7,3,5,8,7,6,2,4,1,3,1,5,3,4,5,2,6,3,6,1,7,7,1,3,6,3,1,3,4,1,5,2,4,5,4,3,5,5,2,3,3,2,2,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,3
E00042533,E01008385,237,1,1,5,0,0,2,4,2,3,3,2,1,0,2,1,0,1,1,1,1,2,2,3,4,4,2,2,4,2,8,3,4,7,3,4,2,3,3,2,2,3,1,1,1,2,2,6,2,9,2,1,2,6,4,2,5,5,5,5,7,5,3,4,8,3,3,4,5,0,5,2,3,1,1,1,2,1,1,4,3,1,4,3,2,0,0,0,0,0,0,0
E00042534,E01008385,235,2,2,6,3,2,2,5,4,10,1,0,2,0,2,4,3,2,1,2,3,0,3,1,5,4,6,7,5,1,3,3,3,0,2,5,6,3,7,0,3,1,1,5,4,6,3,3,7,1,3,4,2,2,1,1,2,1,2,3,1,2,3,6,5,5,1,1,0,3,3,2,2,3,1,0,2,2,2,0,2,0,3,1,1,2,2,0,4,0,0,1
E00042536,E01008385,259,4,4,2,4,1,7,6,4,4,2,2,1,0,0,0,3,2,2,3,3,3,3,2,2,6,8,6,7,6,4,5,5,6,7,6,3,1,3,1,0,3,7,2,5,2,1,6,4,3,2,0,6,5,2,7,3,6,2,3,1,2,1,4,4,2,2,5,0,1,3,2,1,1,0,2,0,4,3,3,3,1,1,1,3,0,0,0,0,2,0,0
E00042537,E01008385,323,5,0,8,3,2,4,4,2,5,8,4,1,4,3,3,3,3,4,2,2,9,6,5,5,4,6,5,3,6,8,4,4,5,10,7,1,5,5,6,7,6,1,2,3,5,4,3,3,3,7,4,3,1,5,5,6,5,4,4,1,2,5,5,3,5,5,1,2,3,2,1,3,0,4,3,1,2,3,1,1,1,3,1,4,2,1,0,0,0,0,3
E00042513,E01008386,264,3,2,2,7,3,2,3,7,6,5,4,1,2,2,5,4,4,3,7,2,4,1,3,3,4,8,6,4,2,3,5,1,6,2,0,1,4,3,3,2,4,4,5,1,10,2,4,4,4,3,2,2,4,3,5,4,1,7,3,2,2,4,7,3,0,5,3,3,0,1,0,2,3,2,0,0,0,3,0,5,2,1,2,0,0,0,0,0,0,1,2
E00042514,E01008386,299,3,4,2,3,6,1,1,3,3,2,4,5,3,0,7,4,5,5,0,4,0,4,3,3,3,2,6,3,3,2,5,3,4,3,4,3,2,3,3,3,3,4,1,5,1,4,5,5,2,5,7,6,6,5,3,5,5,4,4,3,3,2,5,4,7,2,4,5,3,3,3,5,3,7,3,3,6,1,1,4,4,2,1,0,4,0,0,2,1,0,1
E00042518,E01008386,252,8,4,5,2,8,1,1,0,3,5,2,3,3,0,2,4,3,0,6,3,4,1,2,4,2,1,3,3,3,2,3,6,1,3,3,3,1,7,3,2,3,5,0,4,2,6,2,6,6,3,4,4,4,1,2,2,4,4,5,2,3,3,2,5,2,3,2,1,2,1,2,1,1,0,2,4,2,2,1,3,2,0,0,2,2,1,2,1,0,3,8
E00042520,E01008386,254,1,6,1,3,2,3,0,2,6,4,2,1,3,3,3,3,2,1,3,3,4,3,3,2,0,0,3,2,1,3,2,0,2,3,3,4,3,2,3,3,5,6,0,6,6,0,1,1,3,3,3,5,5,5,3,3,2,3,4,9,2,2,3,4,1,4,4,5,1,6,2,2,5,1,0,5,4,6,3,2,5,4,1,6,2,1,0,2,0,0,0
E00042529,E01008386,251,4,2,5,1,1,6,3,2,2,2,1,5,0,2,2,2,3,4,0,3,0,2,3,1,3,5,7,3,2,3,3,0,1,2,1,4,2,4,4,1,2,1,0,2,3,0,1,7,2,1,3,1,5,6,4,6,0,5,5,5,5,5,0,0,5,7,6,6,6,9,3,3,5,3,1,2,1,0,4,4,1,0,2,4,1,2,1,1,2,0,2
E00042515,E01008387,266,0,3,1,3,3,4,1,2,2,4,1,0,3,3,4,2,3,4,4,6,2,1,4,2,5,12,3,3,4,4,2,3,3,5,3,3,2,1,5,2,2,2,3,4,3,3,4,7,8,4,7,3,3,2,3,3,6,2,5,6,9,2,0,5,1,4,4,3,3,7,1,2,1,1,1,1,1,2,5,4,1,0,1,1,1,1,0,0,0,0,2
E00042531,E01008387,273,6,8,2,2,3,4,2,1,3,1,2,0,2,1,2,2,0,5,3,1,5,2,5,8,6,5,7,2,4,3,2,2,3,4,5,3,6,7,3,0,3,3,1,3,4,5,2,6,5,9,4,4,4,4,3,1,2,2,5,1,1,2,3,4,3,1,4,2,4,5,1,1,2,0,1,2,2,7,3,0,1,4,3,1,3,4,3,1,1,1,0
E00042532,E01008387,297,5,1,3,3,3,0,2,2,1,5,1,3,1,4,1,4,4,3,0,0,4,1,1,3,5,2,2,6,5,7,2,1,1,7,2,1,6,3,1,4,3,3,4,2,6,1,2,2,5,3,3,5,3,5,1,3,4,5,1,3,5,4,4,6,5,5,9,2,12,9,9,10,5,4,3,1,2,5,7,1,1,1,3,1,1,0,2,2,0,1,3
E00042535,E01008387,286,1,2,0,3,1,1,1,4,0,2,6,0,3,5,6,2,5,3,3,3,0,4,9,3,2,5,2,3,1,1,3,1,4,1,3,0,2,5,2,4,0,2,2,4,1,4,5,9,2,8,5,4,7,6,8,1,3,3,5,1,3,4,10,3,7,0,6,4,6,4,6,5,3,5,4,3,0,7,3,2,5,0,3,0,2,1,0,0,1,0,3
E00042538,E01008387,266,6,4,7,2,9,4,1,5,3,4,7,2,4,1,2,2,3,1,1,2,2,4,5,2,2,3,8,3,4,7,5,8,5,12,8,4,3,6,4,4,3,4,5,4,1,4,3,4,1,3,2,0,1,4,2,3,1,3,2,4,5,3,2,4,1,3,4,4,1,4,3,1,0,0,1,0,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0
E00042547,E01008388,400,10,3,4,7,11,1,9,3,10,2,2,2,4,5,0,5,5,5,5,7,4,4,0,5,5,12,5,5,6,7,5,7,8,4,7,4,5,1,4,2,5,7,2,3,2,5,4,10,9,2,6,1,7,5,6,4,6,6,6,6,7,4,5,1,2,5,4,7,7,5,2,1,5,5,2,6,3,3,2,3,5,2,3,0,1,3,2,0,1,0,2
E00042548,E01008388,285,7,5,14,6,12,6,4,6,4,6,4,3,3,2,4,2,4,5,4,3,3,1,3,2,3,8,2,5,3,3,7,6,7,4,2,4,2,1,4,3,4,3,6,6,5,3,3,3,4,6,3,4,5,2,0,1,0,2,5,2,4,3,0,4,1,3,2,2,0,2,2,0,0,0,0,2,1,2,1,0,2,3,0,2,0,0,0,3,1,0,1
E00042566,E01008388,354,10,11,10,6,9,6,6,7,11,3,5,2,1,1,3,4,7,4,4,7,5,6,6,7,3,13,4,7,7,7,8,7,5,3,3,2,7,5,3,5,5,2,3,5,5,5,3,6,5,5,4,1,4,3,8,3,7,2,3,2,4,4,1,2,1,1,1,2,3,1,5,2,2,2,1,0,1,1,1,1,1,0,2,2,2,0,0,0,0,0,0
E00042568,E01008388,233,3,4,3,3,3,5,2,2,2,3,2,4,5,4,3,2,3,1,1,2,3,6,2,3,4,5,3,3,5,1,2,3,2,2,5,4,4,3,3,3,5,3,2,6,1,2,1,5,6,2,2,6,4,2,2,4,3,6,1,2,2,3,2,0,3,1,4,4,1,6,0,2,2,2,1,1,2,0,0,0,0,2,1,0,0,2,1,1,1,0,1
E00042569,E01008388,206,3,1,4,1,0,2,3,4,3,7,4,4,3,2,2,1,2,0,3,3,2,2,1,2,1,1,2,3,2,4,2,3,5,1,3,1,2,0,0,2,0,4,1,1,0,3,2,1,3,1,1,2,2,3,5,1,1,4,7,3,0,3,3,1,7,3,0,2,4,3,2,4,3,2,4,2,3,2,1,0,3,3,0,1,1,2,2,2,4,0,3
E00042570,E01008388,360,7,6,7,5,10,9,9,5,2,6,7,6,4,11,3,4,1,6,6,3,4,6,2,3,6,7,9,4,5,7,4,2,7,4,5,4,7,5,3,4,4,1,4,3,6,3,2,4,5,2,3,3,5,9,4,5,6,6,5,2,5,6,2,2,5,2,4,4,0,2,0,2,4,1,0,2,6,1,2,3,2,2,2,0,0,1,0,1,0,0,2
E00042549,E01008389,375,9,7,4,3,10,9,10,7,3,11,6,3,6,2,4,7,4,2,6,6,3,6,2,6,5,5,6,6,5,9,3,3,2,3,3,3,8,1,2,5,7,6,8,6,7,8,2,6,1,8,7,8,6,6,6,3,5,2,1,3,3,3,2,2,1,5,5,4,4,3,2,1,4,0,3,1,0,6,3,4,1,1,0,1,0,1,0,0,4,0,0
E00042571,E01008389,226,0,5,6,4,6,2,4,4,2,5,1,0,1,2,2,2,2,3,3,2,3,2,3,1,3,0,3,6,4,2,3,2,3,2,1,1,3,2,2,3,2,4,2,1,2,1,2,2,4,2,3,0,4,3,2,4,1,1,0,0,4,6,2,2,2,2,4,3,2,4,1,3,7,3,2,5,2,2,2,5,4,3,3,0,2,2,2,0,0,1,1
E00042572,E01008389,276,2,5,5,6,5,4,1,0,2,5,3,0,3,3,4,4,3,2,5,3,3,4,2,4,3,5,2,5,5,5,6,5,3,6,5,2,3,1,2,0,2,2,7,5,4,3,3,1,2,6,5,6,3,3,7,3,7,5,4,2,5,3,5,2,1,1,2,3,2,7,2,2,1,1,2,2,3,1,0,2,3,1,2,2,1,1,0,0,0,0,3
E00042573,E01008389,251,5,9,4,2,8,5,3,5,4,5,4,1,4,2,0,4,2,2,2,4,7,5,2,5,3,4,6,2,2,3,2,3,3,2,5,3,5,0,3,1,4,0,4,3,3,1,3,3,8,4,5,3,4,5,5,4,4,4,2,4,4,0,0,4,0,1,1,4,1,1,0,1,1,2,1,1,1,1,1,1,0,1,1,1,2,0,2,1,1,0,2
E00042574,E01008389,308,3,4,6,6,5,4,6,6,4,3,2,4,6,7,5,3,7,5,6,3,2,2,5,3,4,6,11,2,4,2,2,5,6,4,5,4,4,4,7,2,0,4,2,6,3,5,2,3,4,6,4,11,3,4,6,3,4,6,3,5,5,3,9,4,5,3,1,1,2,2,1,1,0,2,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0
E00042575,E01008389,292,4,2,3,5,7,5,6,2,7,3,2,3,5,3,6,3,3,5,1,4,2,2,4,4,5,3,6,6,5,7,3,12,3,4,6,6,0,3,3,0,5,4,4,4,7,2,4,5,6,3,7,3,8,3,5,2,3,2,4,3,0,2,4,3,2,3,1,5,3,1,1,2,1,0,0,2,1,4,1,0,1,1,1,0,1,2,0,0,0,2,1
E00042550,E01008390,333,8,5,5,5,8,4,7,5,2,5,5,1,4,2,2,4,3,1,2,5,5,4,4,8,3,7,5,5,6,4,9,13,5,4,3,5,3,5,3,2,2,7,2,1,3,6,6,8,10,5,2,4,5,5,4,7,3,6,8,3,3,1,0,2,5,2,3,2,1,4,2,2,7,2,1,1,2,1,1,2,1,1,1,1,1,0,0,0,0,0,1
E00042551,E01008390,299,1,4,6,5,7,2,9,1,10,5,6,5,6,2,10,5,5,7,6,2,2,4,1,5,3,4,3,5,3,3,8,3,12,6,4,0,5,3,1,2,4,4,6,4,6,4,5,4,3,7,6,2,3,3,4,5,5,1,11,4,1,3,0,4,0,0,1,3,1,1,4,0,0,0,3,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
E00042552,E01008390,193,3,6,5,4,2,2,5,0,3,1,5,1,2,1,3,2,0,1,1,4,1,0,3,0,2,5,1,2,4,2,4,2,1,1,2,2,1,2,4,4,0,2,1,1,0,0,1,1,2,1,4,2,1,3,1,0,6,1,4,2,2,4,1,1,0,2,1,2,1,5,0,2,1,5,1,3,2,4,4,0,3,1,5,1,2,1,2,3,0,1,6
E00042553,E01008390,329,10,8,9,3,11,4,2,5,6,7,7,4,4,5,8,3,6,6,4,7,7,1,4,6,6,5,6,7,3,2,7,7,10,7,5,4,6,7,5,3,2,6,2,1,5,5,1,3,4,3,2,3,1,3,2,1,1,6,3,3,2,1,1,1,0,3,3,5,2,2,4,5,0,0,2,0,1,2,1,0,1,0,4,2,1,0,1,0,0,0,1
E00042554,E01008390,404,7,8,9,13,11,9,6,3,9,6,8,8,4,7,4,6,4,3,4,5,4,1,3,5,5,8,4,2,4,1,6,10,5,9,12,9,6,7,7,9,4,7,7,3,6,6,6,1,4,5,4,3,4,4,6,7,6,7,9,5,2,2,3,1,3,1,3,2,3,1,0,5,3,3,2,0,2,1,2,2,1,3,0,0,1,0,1,1,1,0,0
E00042555,E01008390,412,8,6,11,9,11,3,8,8,5,4,4,10,9,12,9,6,6,3,8,8,7,7,3,8,4,10,9,7,6,10,10,4,6,6,8,4,4,3,10,5,6,6,4,7,6,7,8,6,4,2,4,5,5,4,3,5,7,2,3,2,2,2,4,2,7,3,3,1,1,2,0,0,2,1,0,0,0,0,3,1,1,0,0,1,0,0,1,0,0,0,0
E00042560,E01008391,328,4,6,1,3,3,1,5,7,5,7,5,1,7,11,2,7,4,7,7,7,4,6,2,5,2,1,3,3,3,4,1,2,2,7,4,7,4,2,2,2,3,3,6,5,4,10,6,8,5,5,4,3,4,2,4,3,3,2,4,3,3,5,3,3,5,3,5,4,5,9,6,3,2,3,1,1,0,1,0,2,0,2,5,0,0,0,3,0,0,0,1
E00042562,E01008391,333,4,5,6,3,9,5,8,6,7,6,7,3,5,3,5,7,4,4,4,7,5,3,7,3,3,7,5,1,1,5,3,5,4,3,3,3,3,7,2,3,5,5,6,3,2,6,3,4,4,4,5,4,6,6,8,6,4,3,3,3,4,0,4,4,3,0,1,1,4,5,0,1,3,2,2,0,3,2,4,3,4,2,2,2,1,0,0,0,2,0,0
E00042563,E01008391,279,2,4,6,2,1,1,2,8,4,5,2,9,5,6,6,4,2,5,3,4,5,4,1,6,4,4,5,2,5,4,4,2,2,3,0,0,3,0,4,1,8,3,5,7,6,3,4,6,3,3,7,7,1,5,6,5,4,7,2,6,0,1,1,1,5,2,3,2,4,4,2,3,1,1,0,2,1,1,0,2,2,2,0,1,0,0,0,0,0,0,0
E00042564,E01008391,286,4,5,4,6,2,3,6,6,3,6,3,3,5,7,4,6,5,3,5,2,4,6,1,6,3,2,1,7,2,1,3,4,6,5,3,5,2,5,3,2,2,7,0,1,2,6,5,4,5,5,5,6,3,4,4,4,2,4,3,4,4,6,1,4,3,3,4,1,1,1,1,2,1,1,2,0,5,0,3,3,0,0,5,0,0,0,0,0,0,0,0
E00042567,E01008391,273,5,6,4,4,5,5,6,5,4,2,5,4,5,7,5,5,5,3,4,4,3,2,6,3,2,6,6,4,3,3,1,4,1,4,4,5,0,3,2,4,2,4,1,2,4,4,3,2,6,4,5,7,3,3,2,3,3,3,4,2,1,4,2,4,2,1,3,2,2,1,3,1,3,4,0,2,1,2,1,3,0,0,2,0,0,1,2,0,0,0,0
E00042556,E01008392,221,3,3,3,3,3,1,1,3,0,2,0,2,2,1,0,2,2,2,1,2,2,5,2,3,4,4,4,6,6,3,1,3,3,4,2,5,3,4,7,5,2,3,1,6,4,3,5,3,6,0,2,6,2,2,1,7,4,4,1,1,2,2,1,1,1,3,1,2,7,5,2,2,2,1,4,1,2,0,2,1,1,1,0,1,0,0,0,0,0,1,0
E00042557,E01008392,296,3,4,5,3,3,3,0,2,1,3,6,0,5,0,3,2,2,2,2,5,1,2,1,3,1,9,7,9,4,5,3,4,2,4,6,2,1,4,7,4,2,3,3,8,4,1,6,6,4,6,6,6,7,9,13,7,5,6,4,1,5,2,3,3,3,2,3,3,2,2,4,3,3,3,3,2,2,1,3,1,0,1,0,0,1,0,0,0,1,0,0
E00042558,E01008392,196,2,2,0,3,2,1,2,1,1,3,3,1,2,1,1,3,0,1,0,3,1,2,1,1,3,4,7,5,2,0,2,3,1,4,2,2,3,5,1,1,4,4,5,6,1,4,2,2,2,3,1,2,1,4,4,4,1,1,2,9,3,2,4,2,2,1,2,1,5,2,2,1,1,0,4,4,1,4,2,3,1,1,1,0,1,0,0,1,0,0,1
E00042559,E01008392,375,3,3,5,6,2,8,6,6,8,8,4,9,6,3,5,6,7,6,7,5,5,4,4,5,3,8,5,2,1,7,4,9,7,4,6,8,4,7,3,2,3,3,2,9,3,4,6,7,3,4,3,2,5,4,8,7,7,6,3,8,3,5,5,5,8,6,2,2,2,0,2,1,0,0,0,6,2,2,3,2,1,1,0,2,0,0,0,0,0,0,7
E00042561,E01008392,242,5,2,3,2,1,4,3,2,2,5,2,1,1,1,6,1,1,1,4,2,0,1,3,4,3,6,11,6,9,4,7,4,2,3,5,1,1,9,2,4,5,1,3,3,3,3,9,5,3,3,8,3,3,1,2,4,3,5,1,3,2,0,2,1,2,2,1,3,3,4,2,1,2,3,2,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1
E00042565,E01008392,202,3,2,4,3,1,3,4,4,2,0,0,1,0,3,1,0,1,0,2,1,2,2,1,0,5,7,3,8,5,4,4,5,3,2,3,8,2,6,1,4,8,0,4,4,5,4,1,3,4,4,2,3,2,2,1,1,0,1,4,1,3,3,2,1,4,3,0,2,3,1,1,5,2,2,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
E00042597,E01008394,169,3,0,2,3,1,0,0,0,5,0,2,0,2,4,0,2,0,4,4,25,9,4,4,4,5,5,7,5,4,5,1,2,1,3,2,5,3,2,1,2,1,3,0,1,1,0,1,1,2,0,1,3,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,1
E00042599,E01008394,145,2,2,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,4,10,3,3,5,9,13,4,5,2,3,1,3,1,1,0,1,2,1,1,0,1,0,1,2,1,1,0,0,1,1,1,3,2,1,2,2,3,2,4,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,5,0,0,3,1,3,3,0,0,0,0,0,2
E00042604,E01008394,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,44,279,100,65,44,30,19,18,15,14,5,1,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00042605,E01008394,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,278,67,59,39,23,14,17,20,10,6,3,0,2,1,1,1,0,0,0,0,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00042577,E01008395,258,3,2,0,5,4,3,5,1,1,1,5,3,7,1,4,3,7,6,2,2,3,3,1,2,3,4,6,8,4,5,4,3,3,3,2,4,3,4,4,3,2,5,5,5,4,6,5,4,4,7,3,5,5,6,2,2,2,3,4,1,5,6,3,4,0,0,1,1,0,1,1,4,0,0,2,0,1,0,1,0,1,0,2,0,2,0,1,1,1,0,3
E00042584,E01008395,286,3,7,6,6,5,4,5,5,1,3,5,2,6,1,3,3,4,2,3,1,5,2,4,1,2,8,7,2,2,3,2,6,2,4,1,2,5,1,1,2,1,1,2,4,2,3,3,4,2,3,3,4,3,2,6,6,6,0,6,4,3,5,3,1,3,2,1,1,0,5,1,1,2,0,4,2,5,5,2,5,7,5,3,5,3,1,1,2,0,2,4
E00042594,E01008395,140,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,18,7,4,10,8,13,10,5,8,5,4,3,5,4,2,1,2,2,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
E00042595,E01008395,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,2,0,0,1,0,1,0,0,0,1,2,5,2,3,4,5,1,5,3,2,2,7,6,5,8,5,6,0,2,5,2,6,1,2,2,7
E00042601,E01008395,133,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,4,10,1,2,8,0,2,1,2,4,1,2,1,2,0,0,2,0,2,2,2,2,1,1,0,0,3,1,4,4,1,5,6,4,4,5,2,3,2,4,3,1,2,3,2,3,2,0,2,0,0,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
E00042609,E01008395,930,3,1,1,0,3,0,0,2,4,1,2,0,2,2,3,1,3,3,3,1,10,7,46,97,102,89,87,84,66,39,28,19,24,20,9,4,8,8,7,6,5,4,3,8,3,2,5,1,3,3,8,8,1,1,9,2,2,6,0,3,7,1,4,4,7,5,5,4,1,0,1,1,2,3,0,1,0,1,4,0,0,1,2,0,1,0,1,0,0,0,2
