OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E00076116,E01015069,305,3,3,3,5,6,2,4,5,1,0,4,4,0,2,0,3,9,4,7,2,2,5,7,0,2,2,3,1,3,3,2,3,5,2,4,5,4,3,4,3,2,2,4,7,7,6,2,6,1,4,4,2,2,2,3,3,3,3,5,1,1,7,4,9,8,6,1,8,3,5,2,3,7,5,4,5,5,4,3,2,1,3,0,2,1,1,0,0,2,1,3
E00076117,E01015069,187,3,3,3,1,3,4,1,2,2,1,2,1,1,0,2,0,3,5,1,2,10,0,4,5,2,6,1,1,4,1,1,1,2,3,2,3,2,1,4,3,1,1,2,3,5,1,0,1,4,2,4,4,4,4,0,0,3,1,2,5,6,1,2,2,1,0,1,1,5,1,1,2,1,1,1,1,0,1,0,1,4,1,1,0,2,1,2,1,0,0,3
E00076118,E01015070,285,2,5,1,5,2,6,1,5,3,2,0,4,3,3,0,3,6,4,5,3,6,2,1,3,3,2,6,4,5,2,5,1,6,2,6,5,4,0,1,3,2,9,3,5,1,7,4,2,8,3,2,3,5,3,3,8,4,9,2,4,4,3,0,5,1,1,4,2,1,6,5,2,6,3,1,3,1,1,3,0,1,3,3,0,0,0,1,1,3,0,4
E00076119,E01015070,304,3,5,4,3,3,4,10,1,5,2,3,1,4,3,4,2,5,1,1,8,4,3,2,3,2,8,3,10,4,2,6,7,6,6,4,3,5,4,4,5,2,4,4,3,1,5,2,4,3,4,3,2,3,5,1,4,2,5,11,4,5,2,2,4,2,1,6,1,5,6,3,5,3,3,0,0,3,2,0,1,3,3,1,0,3,0,0,0,0,1,4
E00076122,E01015070,260,1,4,4,1,1,3,6,3,1,4,6,4,2,6,1,0,2,1,4,2,1,3,2,3,2,6,5,0,4,3,3,4,4,2,5,2,3,1,4,5,2,2,3,1,3,4,3,3,2,4,7,3,2,7,2,6,4,7,4,5,1,2,3,4,1,4,3,3,5,6,5,2,1,4,4,0,1,1,1,1,1,2,0,1,1,1,2,0,0,1,7
E00076132,E01015070,334,6,8,3,6,4,2,4,4,3,4,5,3,4,1,5,2,2,3,4,4,6,4,3,3,5,8,10,3,5,3,4,4,9,4,10,4,8,4,2,5,3,2,3,3,4,6,5,5,3,5,3,2,1,9,8,2,3,4,4,0,6,0,4,5,9,6,4,2,3,4,3,6,3,5,1,4,1,0,1,1,0,1,0,1,2,0,2,1,2,0,1
E00076133,E01015070,234,0,5,2,4,4,3,5,4,2,3,5,1,1,0,0,2,0,1,5,4,0,2,5,1,3,7,3,3,5,1,3,6,2,3,5,3,4,5,4,4,1,2,0,4,4,4,6,3,4,2,3,6,4,5,1,5,3,4,2,1,2,3,2,1,2,1,1,0,4,2,4,6,0,1,0,2,1,1,2,2,2,2,1,2,2,0,2,1,0,0,1
E00172043,E01015070,345,7,0,4,6,8,5,4,8,5,5,2,9,5,4,3,7,2,3,3,1,6,1,4,5,4,2,7,4,4,7,7,5,6,3,4,7,5,9,3,6,5,6,5,7,10,6,9,5,4,9,4,6,5,1,8,5,2,8,1,3,2,2,3,3,1,3,1,1,4,2,2,0,1,1,1,1,0,3,2,0,1,1,2,1,1,0,1,1,0,0,5
E00172044,E01015070,192,3,6,3,1,5,3,3,2,3,2,0,2,3,2,0,1,0,0,0,2,5,1,1,0,1,2,4,4,4,6,6,6,8,9,6,5,6,6,4,4,2,2,5,2,0,2,2,3,3,4,3,4,0,2,4,2,2,4,6,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
E00172045,E01015070,290,5,3,4,3,1,5,5,5,6,2,1,9,6,6,2,6,2,3,5,2,5,4,0,6,5,3,6,4,4,7,3,1,7,7,2,5,9,4,2,3,4,4,5,8,8,11,4,7,0,3,3,4,3,1,3,4,3,2,4,1,4,4,2,1,4,2,2,1,3,2,3,0,3,2,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
E00172078,E01015070,346,3,4,3,7,2,8,5,7,7,4,3,6,5,5,3,9,7,8,2,4,4,2,2,2,6,4,0,7,4,4,5,3,2,4,1,4,2,9,6,8,3,6,5,7,3,3,4,8,4,10,10,2,12,7,5,9,6,6,5,7,3,4,1,2,4,1,2,3,5,3,3,0,1,2,1,1,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0
E00076101,E01015071,264,2,2,4,2,4,0,1,0,0,1,0,2,1,0,2,1,1,1,4,4,1,3,2,2,3,3,3,2,3,2,0,2,4,0,2,1,5,0,0,2,1,0,5,0,4,4,4,3,2,3,10,5,6,2,3,4,4,4,7,4,2,9,2,3,9,3,7,10,10,2,9,7,10,3,5,2,1,1,2,2,2,2,3,3,4,0,0,0,0,0,4
E00076120,E01015071,295,2,1,4,5,4,3,2,3,3,4,1,3,2,3,3,1,3,1,2,4,0,2,4,4,4,3,8,6,4,5,3,0,3,3,1,5,6,2,3,4,6,3,5,3,4,4,3,2,7,3,3,2,8,4,4,5,2,8,4,5,5,3,4,9,1,3,3,9,5,10,3,4,1,1,0,1,3,3,2,4,0,0,4,1,1,0,3,0,2,0,1
E00076124,E01015071,367,9,8,1,5,9,2,3,3,4,7,7,7,6,7,3,7,7,3,2,4,3,5,1,5,3,1,3,6,2,6,1,4,4,4,5,9,5,2,7,3,6,7,6,7,4,4,8,5,6,5,0,2,7,5,10,3,2,6,4,4,4,4,1,1,3,1,1,3,4,2,3,4,7,6,4,2,3,2,5,1,4,1,1,2,3,2,2,2,1,1,3
E00076129,E01015071,282,2,6,2,5,1,2,4,1,3,4,0,1,1,4,5,5,5,4,5,1,2,4,5,1,0,1,5,3,3,2,0,0,3,2,0,1,4,1,3,3,3,6,6,1,3,6,3,2,5,6,5,9,5,1,4,2,2,1,2,4,3,5,1,5,9,3,3,3,3,2,4,4,6,6,1,3,4,2,8,2,4,2,3,2,0,5,1,2,0,0,6
E00076139,E01015071,297,3,3,5,4,7,6,2,2,8,3,3,4,2,5,6,3,0,2,5,3,2,3,5,3,2,3,4,5,3,4,4,7,4,1,5,1,3,6,5,4,4,3,4,2,6,6,5,1,6,3,6,7,3,2,7,3,3,3,2,6,6,4,2,1,5,0,1,2,3,0,1,1,2,5,1,2,2,2,1,0,2,3,1,4,1,4,3,2,0,3,1
E00076142,E01015072,257,1,4,8,3,3,3,4,5,1,4,1,1,3,2,2,4,1,2,2,1,3,2,1,1,0,1,2,1,5,5,2,5,4,6,3,6,1,3,3,4,3,2,2,2,4,1,3,2,7,6,5,2,1,3,4,3,8,6,6,2,4,1,6,5,3,5,1,2,6,1,1,6,2,1,4,1,3,0,3,3,1,1,0,1,4,0,3,0,0,1,3
E00076144,E01015072,266,6,3,3,3,5,2,1,4,3,5,1,5,4,2,1,3,5,0,5,3,3,1,4,6,2,2,3,4,2,4,9,4,1,4,3,2,4,3,7,6,4,1,2,2,0,4,4,3,6,3,3,3,5,6,3,5,7,5,1,3,5,2,2,3,4,2,1,4,2,0,1,0,2,4,2,6,3,4,0,5,0,2,2,0,1,1,0,0,0,0,0
E00076145,E01015072,301,3,2,1,5,3,5,1,2,3,4,5,2,3,3,4,3,3,4,5,5,7,3,3,3,2,7,5,3,4,3,8,5,8,8,3,2,3,2,2,3,4,3,3,1,2,3,1,4,7,3,2,7,2,3,7,10,9,4,5,7,5,4,4,3,1,3,2,1,1,2,2,1,1,2,2,4,6,3,3,1,2,3,1,1,1,1,0,2,1,1,0
E00076181,E01015072,349,2,7,7,6,5,6,4,4,4,7,5,8,7,3,3,9,3,3,12,7,3,5,4,2,4,5,5,3,4,3,8,7,4,8,4,4,4,6,2,5,3,2,4,3,5,8,1,4,8,5,6,5,4,7,3,5,4,6,5,10,4,2,5,2,5,3,1,4,4,3,4,1,0,3,0,0,1,1,0,1,0,2,0,1,0,1,0,1,0,0,0
E00076182,E01015072,398,8,6,3,3,9,6,8,9,5,7,7,8,4,3,6,8,8,9,7,5,8,8,5,4,5,7,7,8,4,7,7,4,7,6,1,3,4,3,4,6,4,5,10,5,3,4,7,8,7,3,6,3,9,2,2,4,11,2,0,6,2,3,2,3,2,3,7,3,1,3,0,1,3,2,0,3,6,0,3,1,1,3,2,1,0,1,0,1,1,1,1
E00076140,E01015073,381,5,5,1,3,6,5,3,6,6,3,4,1,6,9,4,3,9,1,8,4,7,5,1,1,2,4,5,1,4,7,7,8,8,5,7,7,2,6,1,2,1,1,7,1,8,2,4,9,8,11,5,8,8,7,5,4,8,6,6,4,6,2,6,3,6,3,4,4,2,2,4,5,6,3,3,1,6,3,2,2,6,0,1,0,2,2,1,0,1,0,0
E00076153,E01015073,279,1,3,5,0,4,4,4,2,2,2,2,4,3,1,1,5,4,4,2,0,2,5,1,3,1,5,2,8,8,2,2,1,5,5,3,2,4,4,3,1,2,3,4,3,2,6,3,6,4,7,2,4,12,4,4,4,4,1,7,2,6,4,6,3,2,2,2,4,6,3,2,1,2,4,2,4,1,0,6,0,2,4,2,1,1,1,1,0,0,0,3
E00076158,E01015073,318,7,3,1,6,3,2,6,5,5,4,4,8,9,6,5,3,1,3,4,3,4,5,1,5,0,6,1,1,6,2,4,8,6,11,6,8,5,8,5,2,4,3,4,2,2,2,3,3,6,6,2,1,5,4,4,14,1,3,7,8,3,2,0,2,1,2,1,4,5,1,2,1,1,0,5,2,0,5,2,3,0,1,2,2,0,0,1,1,0,0,3
E00076162,E01015073,284,5,3,2,4,6,6,4,1,3,0,3,5,1,1,3,1,2,4,2,3,2,5,3,3,2,7,7,5,9,5,4,3,2,3,4,4,4,5,2,4,1,4,1,3,3,6,3,1,7,7,2,10,5,6,4,4,6,10,4,6,3,2,5,6,2,2,2,0,6,5,2,1,1,2,1,0,0,2,2,1,2,0,0,0,1,0,0,0,0,0,1
E00076173,E01015073,262,0,4,4,2,4,2,1,0,4,2,1,3,2,2,4,2,2,1,6,3,1,2,2,2,1,5,2,3,1,1,3,4,6,3,4,8,0,4,1,4,2,0,2,1,2,4,3,3,6,3,4,6,5,6,9,4,6,8,7,5,3,0,1,3,3,5,1,3,1,2,3,4,5,4,0,3,3,3,4,1,4,1,3,0,4,0,0,2,2,0,2
E00076141,E01015074,296,2,2,4,2,3,3,3,4,2,6,4,1,2,4,2,4,1,1,1,3,4,1,1,2,6,5,4,7,3,6,3,5,2,3,1,6,5,5,2,1,4,2,3,1,3,3,4,2,6,3,3,6,4,6,3,3,5,6,2,6,6,1,5,2,5,3,5,5,4,4,0,3,6,4,6,4,5,1,2,7,1,1,0,1,3,2,3,0,1,0,5
E00076151,E01015074,362,5,2,11,7,4,7,6,7,8,4,6,4,10,5,6,2,6,6,3,7,6,9,6,3,2,4,4,2,6,1,4,4,7,10,7,3,1,2,4,4,3,4,6,4,3,9,4,3,5,5,4,4,3,3,1,5,3,2,5,4,2,3,2,4,2,4,1,2,4,7,3,4,4,2,3,1,1,1,2,3,3,4,3,3,1,1,0,0,1,0,6
E00076155,E01015074,259,1,3,2,3,0,1,4,3,8,3,1,4,1,1,3,0,5,3,2,1,4,1,2,1,2,1,3,2,2,3,3,6,2,1,3,2,4,1,3,2,1,3,0,2,1,5,4,2,3,1,5,5,1,7,4,6,5,2,4,3,0,3,6,5,2,4,6,7,4,7,5,4,4,6,4,4,6,2,3,1,1,3,1,1,1,0,4,0,3,1,0
E00076156,E01015074,321,5,1,9,6,4,3,8,2,5,5,7,3,6,4,4,3,3,2,7,4,7,4,6,4,3,4,5,5,6,5,6,6,4,6,3,4,5,4,6,5,3,6,4,6,3,3,6,7,2,4,1,5,5,7,4,4,3,3,0,5,2,2,6,3,0,4,0,3,2,1,4,3,3,1,2,0,3,4,3,0,0,0,0,1,0,0,0,0,0,1,3
E00076161,E01015074,340,4,5,2,5,7,7,2,10,4,3,3,2,4,6,5,2,4,5,2,3,4,1,2,5,2,6,6,10,7,6,3,6,5,7,4,5,8,7,1,2,1,2,2,5,5,7,3,3,3,5,3,5,3,5,7,5,4,1,5,6,7,4,5,6,1,4,3,4,6,3,3,3,4,1,1,3,1,4,2,2,1,0,2,1,0,0,0,0,0,3,4
E00076148,E01015075,231,4,10,5,4,5,1,8,2,1,1,3,0,0,1,2,0,0,0,4,3,1,3,5,2,5,2,1,3,2,1,4,0,2,2,1,2,1,5,1,0,3,0,4,1,6,5,2,3,5,4,2,4,2,7,4,6,3,4,4,4,2,2,4,1,2,2,2,5,4,3,2,4,0,2,2,5,2,1,3,1,3,0,1,3,0,0,1,2,0,0,2
E00076160,E01015075,263,5,2,3,2,1,4,2,1,3,3,1,3,0,4,4,1,2,2,3,4,1,2,1,3,3,3,2,3,7,2,1,1,1,1,4,1,2,6,0,3,2,3,3,5,2,4,3,6,2,4,5,3,4,5,3,8,6,1,4,3,2,4,2,3,4,2,4,2,4,2,7,5,1,7,1,4,10,1,4,4,0,2,3,1,2,0,3,1,2,0,3
E00076167,E01015075,347,5,2,1,2,7,12,4,5,14,8,3,4,7,5,8,5,9,3,4,2,5,0,1,0,5,2,1,2,3,4,7,7,4,8,3,5,7,3,5,4,4,0,3,6,5,7,1,7,3,5,7,6,3,3,7,2,3,9,1,5,6,4,3,3,2,3,1,2,4,6,4,3,2,3,3,2,2,2,1,1,1,1,2,4,3,0,0,2,0,1,3
E00076172,E01015075,320,8,7,3,7,6,5,6,6,5,4,2,5,4,5,1,5,3,3,3,6,0,2,2,3,2,1,3,1,4,4,6,9,3,5,7,5,4,8,2,2,5,2,1,5,1,7,9,3,7,4,8,13,7,4,7,3,2,3,0,0,5,2,0,3,3,1,1,2,8,3,2,3,2,6,0,2,0,3,3,2,1,5,4,0,1,0,0,0,0,0,0
E00076176,E01015075,202,4,2,2,5,1,3,4,2,2,5,1,2,2,0,2,2,2,4,4,5,0,2,1,3,2,0,3,4,2,1,0,6,1,1,0,5,2,5,3,1,0,0,3,2,5,0,3,1,4,1,3,1,3,4,4,3,1,6,2,5,3,3,6,2,3,2,5,1,3,3,2,1,0,2,4,0,3,0,0,1,1,3,0,1,1,1,0,0,2,1,1
E00076146,E01015076,275,3,6,2,4,2,2,0,4,1,2,3,1,5,4,5,4,2,4,1,1,6,1,7,1,2,5,6,2,4,4,6,5,2,2,2,3,6,3,4,6,1,1,4,4,3,4,7,5,6,12,4,1,3,5,4,2,3,7,4,3,2,6,3,5,0,3,3,2,2,3,3,1,2,2,1,1,2,1,2,2,1,3,1,4,1,1,0,0,0,2,0
E00076147,E01015076,289,4,4,1,5,5,3,0,3,3,2,1,3,6,3,2,2,3,1,0,1,0,4,1,6,3,4,3,4,3,2,2,1,4,3,1,3,6,7,1,8,0,1,5,6,1,7,6,5,6,2,3,3,3,6,4,1,10,8,4,6,5,1,3,1,4,4,3,4,5,7,4,3,3,3,5,2,1,4,1,3,4,2,2,1,1,3,1,2,0,0,2
E00076149,E01015076,272,3,1,0,1,4,7,2,3,5,2,0,4,10,5,1,1,3,1,0,3,4,2,4,3,3,3,3,1,2,3,2,4,5,6,5,4,5,2,1,5,0,3,7,2,3,8,1,2,4,3,7,1,7,1,8,4,8,5,0,5,3,0,2,4,3,7,3,3,2,1,2,2,3,1,6,2,4,1,5,3,2,4,0,0,0,4,0,1,1,0,1
E00076154,E01015076,307,3,6,1,2,6,3,2,8,2,2,3,4,2,5,4,3,2,1,2,2,2,5,2,5,10,5,6,3,4,7,7,7,2,3,6,2,8,4,2,2,4,4,2,6,5,6,1,4,2,5,3,6,6,5,5,6,7,9,4,5,5,5,1,3,2,2,1,2,2,0,3,2,1,3,1,3,2,1,0,0,2,0,2,0,3,0,2,0,2,1,6
E00076159,E01015076,289,5,4,2,2,2,4,0,4,2,3,5,4,3,1,2,4,2,2,2,2,9,6,8,2,2,8,9,4,1,6,2,4,5,12,8,5,4,7,1,0,1,3,4,1,4,4,8,9,1,6,5,6,2,4,7,5,1,2,2,6,1,5,3,1,1,4,3,2,0,3,2,4,0,4,1,1,1,0,2,3,1,1,2,1,1,1,0,0,0,0,2
E00076150,E01015077,338,4,3,4,2,8,4,3,3,4,3,5,3,3,8,5,2,4,3,1,5,4,3,4,5,4,7,4,11,6,4,6,5,5,6,5,5,4,1,6,3,5,6,2,7,3,2,7,4,4,8,3,4,6,3,2,4,4,1,6,5,6,6,3,3,7,2,3,6,3,3,3,3,2,0,2,0,3,0,2,1,1,0,2,3,2,0,1,2,1,2,5
E00076152,E01015077,327,9,2,5,6,6,12,3,7,5,6,7,4,5,6,3,2,1,6,2,3,6,6,2,6,1,6,7,4,4,5,4,4,6,4,1,11,6,4,8,2,2,4,3,2,4,4,1,2,5,2,7,3,6,3,10,5,1,7,4,2,3,3,2,1,2,1,2,3,5,1,3,2,1,2,0,0,1,3,2,5,1,2,0,0,0,1,2,2,2,0,1
E00076157,E01015077,439,5,5,3,8,7,9,6,7,5,9,4,8,10,5,5,4,6,5,1,0,4,6,4,4,3,3,5,11,9,17,9,10,5,8,7,8,8,6,3,4,2,5,1,5,9,10,6,7,4,10,7,2,7,5,1,10,4,6,4,2,1,2,1,10,4,5,4,1,1,1,6,4,3,2,4,6,1,7,1,1,2,2,3,1,3,1,2,0,1,1,5
E00076165,E01015077,328,5,1,4,0,4,2,0,3,1,1,3,2,3,1,3,4,3,3,5,1,6,4,6,2,9,6,0,5,3,5,2,4,4,3,7,4,1,2,3,5,1,1,3,4,5,6,5,8,4,7,6,8,10,6,11,4,4,6,3,2,2,3,4,2,4,1,1,5,6,7,4,4,9,4,2,1,3,1,2,4,4,1,1,1,2,2,3,2,0,1,8
E00076166,E01015077,663,10,10,6,7,5,15,8,6,11,7,9,8,11,4,5,1,6,2,5,4,11,3,6,5,10,19,9,12,12,8,5,9,12,9,6,9,8,18,5,12,10,5,9,7,5,13,10,9,9,9,6,10,11,5,10,7,13,6,5,7,8,8,7,9,3,5,6,8,6,4,8,4,5,3,8,6,5,6,7,8,4,3,2,1,3,4,5,2,5,1,15
E00076143,E01015078,345,7,7,0,7,2,3,5,4,5,6,5,5,9,5,6,7,6,5,10,6,7,4,6,4,3,3,4,2,2,3,2,3,4,5,6,3,0,3,4,6,7,5,14,5,2,3,5,6,3,4,9,2,7,8,4,3,2,4,3,5,5,5,3,2,2,3,6,7,3,1,0,2,5,1,1,1,3,0,1,1,1,2,3,0,0,1,0,1,0,0,0
E00076169,E01015078,467,14,12,13,17,11,8,13,5,4,4,8,5,6,6,2,7,7,5,4,8,4,1,2,5,4,12,11,12,10,11,11,12,7,19,14,9,6,7,2,2,4,2,6,2,6,1,2,6,8,6,9,2,4,6,2,5,1,2,3,6,6,0,3,4,7,0,1,4,0,4,5,1,1,0,2,0,4,2,1,3,1,4,1,3,1,0,1,2,0,0,3
E00076177,E01015078,280,0,1,3,2,0,4,1,4,5,7,5,4,4,11,3,4,2,2,6,2,4,4,1,3,0,3,4,2,4,0,4,3,4,3,7,1,3,1,2,1,9,6,2,4,8,6,2,2,0,2,3,6,6,3,5,3,2,3,4,5,5,2,6,6,5,2,3,2,4,0,0,0,2,5,1,1,2,3,2,2,1,1,2,5,1,0,5,1,1,3,2
E00076178,E01015078,332,2,5,7,5,6,5,6,7,5,4,7,4,3,5,4,6,6,5,8,3,4,2,4,0,3,5,3,3,5,5,8,6,3,8,4,9,3,1,3,2,4,5,6,3,4,3,5,3,2,4,6,2,9,3,3,3,2,9,2,4,4,4,2,5,3,1,2,3,3,3,3,3,5,0,1,4,0,2,4,1,6,1,1,0,3,0,0,0,0,0,2
E00076183,E01015078,255,2,1,4,5,1,5,3,2,2,2,1,1,5,4,7,2,4,2,4,4,1,1,2,1,2,3,2,3,3,3,1,2,3,4,5,1,2,4,0,2,0,1,2,6,5,1,2,5,0,4,3,3,2,4,4,7,3,5,7,7,3,6,3,3,5,3,6,1,5,1,1,2,2,1,2,3,4,4,4,4,1,3,1,0,2,5,0,3,0,0,0
E00076163,E01015079,460,9,14,13,9,14,12,9,9,12,1,3,7,5,7,3,6,12,7,7,10,5,5,6,9,4,9,12,6,7,8,6,3,8,9,9,6,9,4,6,7,6,4,2,4,5,9,8,2,5,5,7,4,4,9,3,6,2,1,5,4,5,1,3,2,2,0,9,2,2,3,4,0,3,2,4,1,4,1,0,1,0,1,1,2,1,2,0,0,2,0,0
E00076164,E01015079,397,1,2,5,2,3,3,7,4,3,3,3,1,4,4,2,5,4,8,8,2,7,3,3,3,1,1,3,3,3,6,3,10,3,2,3,3,4,4,2,4,3,1,6,7,4,3,10,4,6,6,3,7,7,4,7,5,5,4,5,9,7,2,6,2,6,6,4,8,4,7,4,8,4,4,8,3,6,1,1,4,9,10,3,7,7,3,3,3,1,1,4
E00076168,E01015079,278,2,3,3,5,5,3,7,3,3,3,4,3,1,2,1,1,7,0,2,2,1,0,2,0,1,3,2,3,1,3,3,3,2,4,3,11,2,4,4,3,2,4,6,6,5,3,4,7,6,0,4,2,5,3,5,1,4,3,1,3,2,4,5,5,4,6,2,4,4,2,2,7,4,4,5,3,3,0,2,1,2,2,4,0,1,1,2,2,4,1,1
E00076171,E01015079,288,1,4,2,3,4,2,2,2,10,3,2,7,1,5,3,4,1,2,7,5,2,1,3,1,3,3,0,1,0,6,3,5,2,2,1,4,1,5,0,7,7,3,3,6,4,7,4,3,5,4,6,3,6,6,2,2,7,7,1,6,12,2,5,4,4,2,5,4,6,5,2,4,0,2,2,2,0,1,1,0,0,1,1,2,1,1,1,0,1,1,4
E00076174,E01015079,277,3,1,2,4,1,3,1,0,2,4,3,1,2,4,3,5,5,0,2,2,0,1,4,0,2,2,8,3,0,4,2,3,4,4,2,3,2,1,3,5,4,3,0,6,3,3,0,0,2,6,4,6,3,4,9,6,5,4,8,6,5,6,6,3,4,4,0,4,3,6,6,7,7,7,3,1,2,4,2,2,1,0,2,1,1,4,1,1,0,0,1
E00076170,E01015080,368,2,5,5,8,3,4,6,5,8,6,7,8,3,6,5,6,6,5,5,6,7,6,8,6,5,9,7,4,4,8,7,5,9,5,2,5,7,4,6,3,5,3,4,3,1,6,4,6,2,15,5,8,4,4,3,4,6,2,4,3,1,5,1,3,2,1,4,1,4,4,2,4,3,1,3,0,1,0,0,0,4,0,1,2,0,0,0,0,0,1,2
E00076175,E01015080,121,0,0,2,1,1,3,2,2,3,0,2,2,3,3,0,1,2,0,2,3,2,1,1,2,4,3,1,2,1,2,4,1,1,3,3,4,2,0,4,0,1,1,3,2,2,0,1,3,1,1,1,4,1,4,0,1,3,0,1,0,2,0,0,0,1,0,1,1,1,0,1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
E00076179,E01015080,49,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,2,0,2,0,1,0,2,0,1,2,0,0,0,1,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,0,0,0,1,1,2,1,0,1,2,0,0,0,2,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00076180,E01015080,255,1,4,3,2,4,10,2,5,6,7,5,11,7,2,9,9,8,1,6,3,7,8,3,5,4,4,4,4,3,1,2,4,5,7,3,4,5,5,3,3,3,2,3,6,4,4,3,3,2,5,6,3,2,1,2,3,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,1,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
E00076202,E01015081,331,0,3,2,7,3,7,4,5,4,12,2,3,3,5,5,5,3,7,1,5,12,2,5,1,6,1,0,6,4,2,1,6,5,4,6,3,3,2,6,5,4,2,5,3,10,7,4,6,6,4,2,3,5,1,4,3,6,5,2,4,7,7,7,0,3,5,6,2,7,4,6,2,0,3,1,1,3,2,1,3,2,0,1,0,1,3,0,0,1,0,1
E00076203,E01015081,379,3,9,3,8,5,9,7,3,8,7,12,6,8,6,2,8,7,9,6,10,4,5,1,7,2,6,7,5,6,7,3,2,3,1,1,4,5,8,4,6,2,6,7,5,6,5,8,12,4,7,5,3,2,2,5,4,4,1,4,3,2,0,2,3,2,4,5,1,1,2,6,7,1,2,4,2,0,0,4,0,3,0,1,0,0,0,3,3,0,0,3
E00076204,E01015081,312,4,4,4,3,7,3,4,4,3,6,1,5,3,3,2,5,3,6,2,3,7,3,2,3,3,7,3,4,5,6,5,3,3,6,3,2,0,2,4,2,2,1,4,4,2,4,2,4,7,6,9,6,8,5,11,4,8,6,4,2,2,4,3,7,4,1,2,3,4,2,3,1,4,2,4,0,1,0,1,1,0,0,4,1,2,2,4,0,0,0,3
E00076205,E01015081,319,3,5,5,7,8,3,5,4,5,5,5,6,2,1,1,8,5,3,5,2,2,0,3,5,1,5,5,3,6,8,3,7,4,3,4,4,3,1,2,3,6,0,6,3,4,3,4,3,3,3,4,5,6,5,2,4,8,0,4,1,6,3,3,1,3,5,2,2,7,6,4,2,2,4,1,2,6,2,1,5,4,2,0,0,1,0,4,3,0,1,3
E00076206,E01015081,285,9,7,9,4,5,4,5,2,5,4,4,3,3,3,2,2,2,2,1,6,1,2,4,5,2,6,6,2,6,4,1,5,6,3,5,2,4,1,4,1,4,5,3,1,4,2,3,3,3,0,3,1,7,7,7,4,3,2,2,4,1,4,0,0,4,3,4,1,4,1,2,1,4,1,1,0,2,5,5,2,5,2,2,1,2,3,0,2,1,0,2
E00076209,E01015082,335,9,5,6,6,6,5,2,6,2,6,4,8,1,2,2,2,10,7,6,2,4,7,6,4,6,5,8,4,5,3,5,5,5,4,6,4,2,5,6,1,4,4,6,3,2,2,4,8,6,8,3,4,5,6,9,4,2,5,4,3,4,2,1,3,7,4,6,2,1,2,3,0,4,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,3
E00076211,E01015082,384,4,5,4,9,3,4,6,7,7,4,5,2,4,7,8,7,4,4,4,7,6,5,2,3,2,6,4,7,4,4,3,9,5,6,3,8,5,6,0,2,7,5,3,4,0,6,2,8,8,5,4,3,3,1,8,6,6,5,2,5,5,5,9,0,1,2,2,4,4,2,4,5,6,6,7,3,5,4,4,1,1,4,0,2,2,3,3,2,1,0,1
E00076212,E01015082,363,4,7,8,6,9,3,11,2,4,5,4,5,5,3,3,3,4,4,5,9,1,1,5,5,4,5,2,9,3,4,7,7,8,10,3,8,6,1,3,1,3,2,2,3,2,6,3,4,4,3,6,6,7,4,5,3,3,6,3,3,0,2,8,2,6,2,2,4,7,4,4,3,4,4,1,1,2,2,0,2,4,3,6,3,1,3,0,1,1,3,3
E00076215,E01015082,312,1,0,2,1,5,2,1,2,2,7,2,1,1,6,1,6,1,5,8,6,4,6,3,3,7,0,5,2,1,0,3,4,5,2,3,3,3,1,4,5,4,6,0,3,5,3,4,3,5,10,5,5,9,5,9,5,4,1,7,6,2,8,3,4,0,6,1,5,4,8,4,3,4,6,5,0,6,5,2,4,1,2,1,1,0,0,1,0,1,0,2
E00076216,E01015082,295,5,2,3,3,2,3,2,4,6,2,2,1,2,4,2,1,2,2,3,3,1,2,5,3,10,3,7,3,3,3,3,5,7,6,6,2,3,3,2,1,0,4,0,3,2,3,3,3,2,2,7,6,6,5,8,7,12,6,6,5,6,3,4,0,5,3,3,8,2,6,1,6,3,3,1,3,4,4,0,2,1,1,1,0,2,0,0,0,0,0,1
E00076207,E01015083,410,2,3,1,2,1,3,2,2,4,4,1,2,5,4,4,4,2,5,3,4,3,4,6,5,4,7,7,3,2,6,3,2,5,2,9,2,0,4,3,3,4,2,0,3,3,2,8,0,2,3,6,5,3,2,7,9,7,5,5,10,1,10,12,4,4,8,7,6,11,4,5,9,6,10,5,2,5,7,5,9,6,4,4,3,2,2,5,6,3,0,21
