OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00067955,E01013456,372,6,8,9,6,7,2,5,4,8,2,2,0,4,2,6,1,3,2,6,4,11,19,6,5,14,14,12,11,11,11,10,5,8,9,6,4,10,1,4,4,7,4,6,4,2,6,3,6,2,5,2,8,4,4,2,1,3,4,1,2,2,2,3,2,1,2,1,2,0,2,0,1,0,2,1,0,3,1,2,0,0,1,1,2,2,0,0,0,0,0,1
E00067923,E01013457,338,2,0,1,4,1,3,7,4,3,2,1,4,2,1,2,5,0,2,6,1,4,5,6,12,8,3,7,4,4,2,6,3,4,1,12,2,3,6,1,1,1,3,1,6,5,3,4,5,6,8,4,6,8,6,5,6,7,1,2,4,2,1,0,5,2,7,2,6,3,3,5,4,1,4,1,1,4,0,6,9,6,5,1,2,2,2,5,6,0,1,6
E00067928,E01013457,302,4,5,5,8,1,8,7,0,3,1,6,1,4,0,2,5,3,5,1,4,5,8,15,13,6,8,5,7,4,5,7,6,7,7,7,1,3,4,4,2,2,3,8,1,3,2,5,4,2,8,6,6,3,4,7,1,2,7,5,2,3,2,0,3,4,1,1,0,2,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
E00067930,E01013457,303,7,6,6,1,2,4,0,5,2,2,1,2,3,2,1,3,3,5,2,5,4,10,9,2,9,13,3,7,10,9,5,7,4,11,5,6,5,2,9,4,4,2,4,2,6,7,2,1,4,3,3,3,5,5,2,2,3,2,0,7,2,5,3,1,1,3,2,2,3,0,1,0,1,1,2,0,1,1,1,0,1,0,1,1,2,0,0,0,1,2,2
E00067956,E01013457,290,5,5,6,7,3,4,3,2,7,1,0,1,1,1,0,1,3,1,5,4,10,5,11,3,12,11,9,16,7,13,7,5,3,11,5,5,10,3,7,4,2,3,2,3,4,2,3,5,3,2,3,2,2,7,3,2,0,1,0,2,2,1,3,0,1,0,2,0,0,2,2,3,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
E00067958,E01013457,321,9,7,4,4,6,6,1,3,0,3,1,1,1,1,2,2,6,1,3,6,1,9,11,8,16,9,12,11,11,10,11,3,8,5,8,4,8,3,2,3,6,7,2,6,3,2,2,3,2,3,5,1,5,6,3,0,4,6,3,3,2,0,0,4,1,0,0,2,1,2,3,0,1,1,2,3,1,1,1,0,0,0,1,0,2,0,0,0,0,0,1
E00067959,E01013457,290,4,4,6,8,4,3,5,2,3,1,3,4,2,2,1,1,3,3,2,6,5,9,10,9,7,7,7,9,3,9,6,12,7,6,4,3,4,1,1,3,5,1,6,4,2,5,5,2,4,6,2,4,7,1,1,2,4,4,4,5,2,3,1,0,2,2,0,0,1,2,0,0,1,2,0,2,1,0,1,0,1,3,0,0,1,0,0,0,1,0,1
E00067924,E01013458,489,6,7,4,8,9,6,9,5,5,8,8,6,8,1,9,9,9,7,5,9,8,8,4,9,6,7,14,9,14,4,7,6,4,5,8,3,6,4,7,7,4,6,5,8,5,7,3,7,6,7,12,6,7,7,4,4,3,7,3,5,6,6,8,5,5,5,0,1,1,6,5,3,1,1,3,4,4,5,4,4,5,0,0,2,1,3,2,1,0,1,3
E00067934,E01013458,315,6,3,4,2,2,0,2,1,5,4,3,1,4,3,2,1,4,2,0,1,5,4,4,6,6,5,8,5,6,6,3,4,5,4,4,5,1,3,2,3,1,3,2,6,1,3,4,8,5,4,4,9,6,6,6,7,7,1,6,4,7,4,5,3,8,3,6,1,4,6,1,7,4,2,0,1,2,3,1,3,1,0,1,1,0,2,1,1,2,1,2
E00067935,E01013458,388,4,3,3,1,3,2,3,3,4,2,1,5,4,5,1,5,2,3,3,5,4,1,5,6,4,6,10,13,7,8,7,4,13,8,5,2,3,4,3,3,5,7,3,7,4,6,4,4,2,7,3,7,2,9,9,3,2,8,10,4,4,4,1,4,1,2,3,0,8,1,3,2,4,6,3,4,5,4,4,3,5,2,2,1,2,3,2,5,4,1,11
