OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00072624,E01014379,314,3,3,7,5,4,2,3,0,0,4,1,4,3,6,4,5,5,4,4,6,0,4,1,1,1,3,2,2,2,4,1,1,2,2,4,2,5,1,0,4,1,2,5,6,5,6,1,8,5,7,7,5,5,5,5,3,4,2,5,1,2,2,4,7,10,7,2,6,6,5,8,6,6,3,3,2,5,2,1,4,0,0,1,2,0,2,2,4,2,1,6
E00072625,E01014379,353,2,2,5,8,4,5,7,10,7,5,6,3,4,4,5,4,8,5,8,7,4,3,3,1,3,3,3,6,2,3,4,3,5,2,0,4,5,4,5,2,4,3,5,6,4,7,4,8,6,6,4,6,4,5,6,5,6,3,6,5,2,5,3,4,3,2,3,6,4,3,5,4,6,2,6,1,2,0,1,0,2,1,1,1,1,1,0,4,1,1,1
E00072626,E01014379,149,1,1,0,0,0,2,1,1,0,0,2,0,0,3,2,4,7,5,5,3,0,1,1,0,2,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,2,2,0,3,2,1,4,2,3,2,0,3,3,4,4,3,2,4,2,1,7,2,2,1,2,0,3,3,5,3,3,1,1,1,3,0,2,1,2,1,1,1,0,1,0,2,2,1,0,2
E00072627,E01014379,220,0,3,4,5,3,4,7,3,6,3,3,2,2,3,2,1,4,2,2,0,2,1,2,1,0,1,1,1,0,0,0,1,2,2,2,1,3,6,2,3,0,3,5,5,1,2,7,2,4,2,4,3,2,6,4,1,3,5,2,5,6,7,3,3,1,1,3,4,3,0,5,4,4,3,1,2,2,2,0,0,0,3,1,0,2,1,1,1,0,0,1
E00072628,E01014379,266,1,1,2,3,2,3,1,2,2,5,1,1,3,4,5,3,6,7,3,2,4,0,1,1,1,1,1,3,1,0,1,0,0,0,2,1,4,4,0,0,3,1,7,6,2,3,5,4,5,6,6,10,1,5,4,3,3,7,2,1,2,3,0,5,6,4,7,7,2,3,1,7,4,3,4,4,8,6,4,3,0,3,2,3,2,0,2,2,2,1,0
E00072629,E01014379,317,2,2,3,0,3,5,5,6,3,4,4,2,4,4,6,6,5,5,4,3,1,2,2,2,3,5,1,1,3,1,2,1,0,1,2,6,1,1,4,3,2,6,3,6,3,8,7,5,10,4,3,5,10,6,5,7,12,2,4,4,6,5,6,1,3,4,7,3,7,4,7,0,3,3,1,3,2,5,3,3,2,1,2,0,1,0,1,0,2,0,2
E00072630,E01014379,1012,1,0,4,1,4,1,1,4,1,2,1,0,2,2,2,0,0,2,83,358,185,107,56,22,18,9,8,1,2,3,1,2,2,1,4,3,7,2,2,2,4,1,4,2,1,2,3,4,4,4,5,3,3,2,5,3,5,2,4,3,4,2,1,3,2,4,2,1,0,1,1,2,0,1,0,2,0,1,0,0,2,1,0,0,0,2,4,2,3,0,1
E00072631,E01014379,238,0,0,0,3,1,3,3,5,3,2,5,3,4,3,1,0,3,1,5,1,2,2,6,3,0,3,0,2,0,0,0,0,3,1,3,3,0,4,2,1,7,1,4,4,5,3,0,3,7,3,2,4,3,0,3,2,3,4,6,8,5,2,3,1,4,5,4,0,9,8,6,5,4,3,4,2,2,1,2,5,0,0,0,2,2,2,0,1,0,2,1
E00072632,E01014380,249,2,0,2,3,3,2,1,3,5,4,2,2,1,3,5,0,2,2,4,2,0,0,1,2,1,0,2,0,0,1,0,1,2,0,0,2,3,1,3,2,2,1,1,6,0,3,2,1,1,1,4,2,0,1,2,4,9,6,2,4,1,7,7,3,5,5,7,3,5,6,5,5,1,9,8,4,3,3,7,5,3,6,2,5,2,2,1,0,5,0,3
E00072633,E01014380,303,4,5,4,4,5,9,7,4,7,7,4,5,2,1,5,3,4,6,2,3,6,4,2,1,1,2,1,2,0,2,1,5,0,4,3,5,3,4,5,5,2,5,4,5,8,4,3,1,6,1,5,2,2,6,0,1,6,7,5,1,1,0,5,3,2,6,2,3,9,4,2,3,6,1,1,2,0,0,1,2,4,3,1,4,0,3,5,5,0,1,3
E00072640,E01014380,319,0,1,1,2,3,1,2,4,2,3,2,1,4,5,3,5,6,5,3,5,1,2,1,0,1,2,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,3,1,4,5,1,2,3,5,4,0,4,2,2,7,5,5,6,6,2,4,6,5,8,1,6,10,3,3,7,7,4,7,5,3,5,7,4,6,7,1,3,6,1,7,6,6,2,7,29
E00170254,E01014380,3080,0,0,1,2,1,4,1,0,4,4,3,3,4,4,2,5,3,6,301,1496,561,265,96,69,48,14,6,4,3,5,5,3,4,5,2,1,2,3,1,4,2,2,2,5,2,5,3,2,3,4,5,3,4,4,1,3,3,2,5,6,1,3,4,5,7,4,4,1,2,0,1,2,1,4,1,2,0,5,2,4,1,2,5,0,5,0,1,2,0,0,0
E00170257,E01014380,122,0,0,1,1,2,0,1,0,1,1,6,2,3,2,4,0,1,3,1,2,2,2,3,0,1,3,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,3,6,0,4,1,4,3,2,3,2,2,4,4,3,1,1,2,4,3,2,2,2,0,0,0,2,0,1,1,0,2,1,0,1,0,1,0,0,2,1,1,0,0,0,0,1,1
E00072634,E01014381,285,1,0,0,4,3,4,2,0,1,2,2,3,3,3,6,3,4,2,3,6,3,2,1,1,5,2,3,2,1,2,0,1,3,3,1,1,2,3,1,1,1,4,4,4,4,5,3,3,3,5,5,4,2,3,6,3,5,4,6,5,4,3,7,3,4,1,0,2,5,3,11,5,7,6,4,4,5,2,3,2,3,3,0,6,0,6,3,3,3,1,7
E00072635,E01014381,274,2,3,1,0,1,1,0,2,5,4,4,5,4,3,1,6,7,7,7,0,4,3,2,1,3,2,1,0,2,3,3,1,1,1,0,1,1,0,3,3,2,2,2,2,4,5,6,5,5,7,9,5,3,3,4,2,5,1,4,2,2,3,7,3,5,3,4,4,1,4,4,1,5,2,5,2,1,0,4,3,0,1,2,2,2,5,4,1,2,1,15
E00072636,E01014381,420,1,2,3,2,0,1,1,1,2,1,2,3,2,1,3,1,1,2,0,1,2,8,19,43,51,18,16,15,8,7,7,2,9,7,3,4,6,4,3,3,3,5,1,1,4,6,2,5,4,3,1,4,6,2,3,2,3,4,4,3,4,2,1,4,0,2,1,2,1,1,7,5,3,6,3,8,4,2,1,3,2,4,2,3,3,1,4,4,1,0,5
E00072637,E01014381,247,1,0,1,3,0,2,1,0,5,1,3,4,1,3,2,2,5,3,1,6,11,4,1,2,2,4,1,2,1,0,0,1,3,4,2,1,3,1,2,1,2,2,3,3,2,2,5,1,2,2,2,1,2,4,2,3,2,0,7,3,5,2,5,6,6,2,3,2,4,0,2,2,2,3,1,0,0,7,6,4,5,4,5,2,4,5,3,2,0,1,14
