OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00041388,E01008165,328,5,8,7,4,4,6,7,6,1,1,2,3,6,2,5,4,3,7,2,7,3,4,5,8,3,4,5,4,2,3,4,1,9,9,5,11,5,4,5,3,5,2,4,10,2,4,3,10,6,4,3,6,8,9,5,4,2,3,4,6,1,3,2,3,3,3,4,4,1,0,0,2,1,1,2,1,1,0,2,2,0,0,1,2,0,1,0,0,0,0,1
E00041370,E01008166,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00041374,E01008166,31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,2,0,0,0,0,1,0,3,2,2,0,0,1,0,0,3,2,3,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00041375,E01008166,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00041376,E01008166,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00041377,E01008166,198,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,5,2,0,2,0,1,1,1,3,1,0,0,2,0,3,0,1,1,2,2,3,2,4,4,0,3,2,5,3,4,5,4,6,2,10,2,3,1,3,2,6,4,5,9,6,6,5,4,2,2,1,0,5,7,3,5,3,2,2,0,2,5,1,1,2,2,1,3
E00041380,E01008166,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,4,1,4,2,6,4,4,0,9,2,1,5,4,4,1,7,2,1,2,3,0,3,0,1,1,1,3,1,0,0,0,2,1,3,3,1,0,1,0,0,1,2,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
E00166177,E01008166,144,0,1,1,1,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4,3,11,4,4,15,14,5,2,6,2,8,3,4,4,4,0,2,4,0,1,3,2,2,0,1,1,0,1,0,2,3,1,0,0,1,2,0,3,4,0,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E00166180,E01008166,693,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,63,233,128,46,33,14,14,5,9,7,7,8,2,4,1,0,3,3,1,2,2,0,0,0,2,2,1,3,4,0,1,0,2,5,5,3,3,2,1,1,3,4,6,2,6,1,3,6,1,2,4,4,4,0,0,0,1,0,3,0,2,2,2,0,2,0,1,0,0,0,0,1,0
E00166203,E01008166,76,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,3,4,6,3,5,6,5,2,3,1,3,0,2,0,1,3,0,3,1,2,2,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
E00166205,E01008166,150,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,12,11,9,11,15,5,6,12,11,6,2,4,4,2,0,0,1,0,0,3,1,0,0,1,1,1,0,1,0,2,1,4,1,2,0,2,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166206,E01008166,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,7,9,2,4,4,5,7,13,5,1,2,6,3,2,1,1,2,0,2,2,1,0,0,0,0,0,1,1,2,0,1,3,0,2,3,0,1,2,0,1,1,1,1,0,2,4,1,1,1,4,2,0,1,2,0,0,1,0,0,1,0,0,0,1,1,1,0,2
E00041394,E01008167,369,5,2,2,2,2,3,7,2,3,0,2,1,2,3,2,3,3,7,6,14,5,2,10,13,4,6,7,6,5,11,10,9,6,7,7,10,7,7,6,8,5,1,7,5,7,8,7,10,7,2,5,4,2,8,3,6,2,7,2,6,4,3,4,5,4,1,2,4,2,3,3,1,2,3,0,0,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0
E00041397,E01008167,283,1,5,1,6,3,6,3,0,7,3,2,5,2,4,1,4,8,6,2,7,2,5,0,2,4,3,3,4,4,4,3,1,2,1,1,5,3,5,1,3,7,0,6,7,4,6,2,2,10,3,5,5,2,0,4,4,5,3,3,3,0,3,0,8,7,2,1,4,4,4,3,3,4,2,1,1,1,4,1,2,1,1,2,3,1,3,1,0,1,0,2
E00041400,E01008167,318,4,6,4,2,2,4,2,7,1,7,2,3,2,0,1,3,3,5,3,4,3,1,2,2,7,1,4,7,9,6,5,4,5,2,5,2,6,5,7,3,7,6,5,6,3,4,3,3,2,5,2,3,3,4,1,8,0,1,1,4,3,3,3,5,4,1,2,4,4,2,2,3,0,4,2,7,1,1,2,5,1,4,2,3,4,1,7,6,3,3,4
E00041402,E01008167,368,5,6,8,7,14,4,9,4,8,5,6,3,2,5,4,6,6,1,4,3,6,9,4,4,6,7,7,6,5,12,3,9,6,7,5,4,2,6,4,5,4,4,6,3,2,8,8,4,6,3,3,6,2,3,3,1,5,4,0,3,5,2,0,9,3,2,4,1,5,2,3,0,2,2,3,2,1,3,1,2,3,1,1,0,1,0,2,0,0,0,3
E00041415,E01008167,261,2,1,2,4,2,2,2,3,2,1,1,2,0,2,2,6,2,3,4,2,5,2,5,4,4,7,8,4,4,6,5,6,1,7,9,6,5,7,4,4,4,5,6,2,1,2,4,2,5,5,4,7,1,2,5,3,3,6,5,3,1,1,4,3,1,2,1,1,1,2,2,2,0,1,2,4,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0
E00041395,E01008168,784,6,5,11,5,5,5,7,8,6,0,5,4,3,3,5,1,17,111,109,74,54,27,13,16,8,21,16,3,8,15,8,5,5,10,8,7,4,2,2,9,5,6,2,3,3,4,6,5,2,5,3,2,5,8,5,2,3,6,4,8,0,2,1,3,7,1,8,5,3,2,2,2,1,3,0,1,1,3,3,3,2,3,2,2,2,1,1,0,0,1,1
E00041410,E01008168,264,4,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,6,7,7,12,1,1,10,6,4,5,5,2,0,7,4,3,2,3,1,2,3,4,9,4,7,4,4,7,4,4,3,4,2,6,5,4,6,2,6,6,8,7,5,6,4,2,5,2,1,0,3,2,3,1,1,2,1,0,0,2,1,0,1,1,0,0,2,0,0
